wmc,dit,cbo,rfc,ca,ce,npm,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,4,14,13,0,14,2,63,0.9285714290000001,0.625,1,1,29.5,1,0.5,0
2,3,27,24,0,27,2,93,0.857142857,0.625,1,1,45.0,5,2.5,0
5,4,8,38,0,8,4,189,0.85,0.625,0,0,35.8,6,1.8,1
11,5,35,42,12,23,10,273,0.8392857140000001,0.65,4,9,23.54545455,1,0.8182,0
2,4,23,19,0,23,2,140,0.9285714290000001,0.625,1,1,67.0,7,3.5,0
2,4,16,15,0,16,2,68,0.9285714290000001,0.625,1,1,32.0,1,0.5,0
2,3,35,32,0,35,2,173,0.857142857,0.625,1,1,84.0,1,0.5,0
2,4,18,17,0,18,2,120,0.9285714290000001,0.625,1,1,57.0,1,0.5,0
6,5,18,23,0,18,3,128,0.833333333,0.36,3,4,19.33333333,4,1.1667,0
2,3,15,11,0,15,2,40,0.857142857,0.625,1,1,19.0,2,1.0,0
3,6,3,8,1,2,2,29,0.9795918370000001,1.0,3,4,7.666666667,1,0.3333,0
2,4,18,14,0,18,2,49,0.9285714290000001,0.625,1,1,23.5,1,0.5,0
5,1,12,10,1,11,5,31,0.0,0.72,0,0,5.2,1,0.8,0
4,5,24,37,1,23,3,202,0.959183673,0.5555555560000001,2,4,48.5,1,0.5,0
5,1,10,9,1,9,5,26,0.0,0.72,0,0,4.2,1,0.8,0
1,1,4,1,2,2,1,1,0.0,1.0,0,0,0.0,1,1.0,0
11,5,25,60,6,19,8,432,0.727272727,0.6,3,3,37.72727273,2,0.9091,0
2,4,26,30,0,26,2,332,0.9285714290000001,0.625,1,1,163.5,1,0.5,0
4,4,11,8,6,5,2,16,0.869565217,0.625,1,2,3.0,1,0.75,0
5,5,30,67,1,29,4,508,0.896551724,0.5,2,2,99.2,11,2.6,0
4,5,2,9,0,2,2,45,0.92,1.0,2,2,9.5,1,0.5,0
2,3,9,11,0,9,2,34,0.857142857,0.625,1,1,16.0,1,0.5,0
5,2,20,43,2,18,4,150,0.8,0.283333333,1,1,29.0,3,1.2,0
2,5,11,17,2,9,1,42,0.979166667,0.666666667,1,1,20.0,4,2.0,0
2,3,30,24,0,30,2,146,0.857142857,0.625,1,1,70.0,8,4.0,0
5,2,42,65,0,42,3,479,0.8125,0.375,0,0,93.0,11,3.2,2
2,4,10,8,0,10,2,19,0.9285714290000001,0.625,1,1,8.5,1,0.5,0
2,3,9,10,0,9,2,35,0.857142857,0.625,1,1,16.0,2,1.0,0
4,5,14,15,1,13,3,172,0.959183673,0.5555555560000001,2,4,41.25,1,0.5,0
2,4,20,19,0,20,2,67,0.9285714290000001,0.625,1,1,32.0,1,0.5,0
2,4,25,22,0,25,2,99,0.9285714290000001,0.625,1,1,47.5,1,0.5,0
9,2,18,21,12,6,7,71,0.363636364,0.125,0,0,6.666666667,1,0.7778,0
1,2,19,29,2,17,1,164,1.0,1.0,1,1,162.0,0,0.0,0
2,3,36,50,0,36,2,268,0.857142857,0.625,2,2,132.0,1,0.5,0
4,5,12,21,2,10,3,82,0.959183673,0.5555555560000001,2,4,18.75,1,0.5,1
2,3,4,6,0,4,2,19,0.857142857,0.666666667,1,1,8.0,1,0.5,0
2,3,12,11,0,12,2,62,0.857142857,0.625,1,1,29.0,1,0.5,0
2,4,19,18,0,19,2,98,0.9285714290000001,0.625,1,1,47.5,1,0.5,0
2,4,17,19,0,17,2,109,0.9285714290000001,0.625,1,1,52.5,5,2.5,0
4,3,10,18,0,10,2,138,0.9,0.46666666700000003,0,0,32.5,1,0.5,0
2,4,25,24,0,25,2,174,0.9285714290000001,0.625,1,1,83.0,1,0.5,0
6,7,16,18,3,13,4,77,0.8857142859999999,0.7,5,5,11.33333333,3,1.3333,0
4,6,9,14,0,9,1,49,0.923076923,0.5555555560000001,2,2,10.5,1,0.5,0
3,6,3,8,1,2,2,29,0.9795918370000001,1.0,3,4,7.666666667,1,0.3333,0
2,4,20,18,0,20,2,117,0.9285714290000001,0.625,1,1,56.0,1,0.5,0
5,5,7,11,0,7,1,25,0.913043478,0.7,2,3,4.0,1,0.8,0
1,1,1,8,1,0,0,3525,0.0,0.0,0,0,3492.0,0,0.0,2
2,5,36,45,0,36,2,244,0.9375,0.6,1,1,120.5,1,0.5,1
6,8,10,15,0,10,2,49,0.8857142859999999,0.46666666700000003,4,6,6.666666667,1,0.6667,0
3,2,19,8,8,11,3,32,0.666666667,0.5555555560000001,1,1,9.666666667000001,1,0.6667,0
7,8,15,20,0,15,3,62,0.8611111109999999,0.333333333,4,6,7.428571429,1,0.7143,0
2,4,8,7,0,8,2,22,0.9285714290000001,0.625,1,1,10.0,1,0.5,0
6,5,12,17,0,12,2,57,0.833333333,0.46666666700000003,3,3,8.0,1,0.6667,0
10,5,21,36,0,21,4,159,0.7419354840000001,0.37777777799999995,3,6,14.4,3,1.2,1
2,3,12,12,0,12,2,42,0.857142857,0.625,1,1,20.0,1,0.5,0
2,3,10,13,0,10,2,65,0.857142857,0.625,1,1,30.5,1,0.5,0
11,6,3,16,1,2,2,53,0.8615384620000001,1.0,3,4,3.545454545,1,0.8182,0
2,4,27,24,0,27,2,190,0.9285714290000001,0.625,1,1,92.0,1,0.5,0
2,2,11,9,0,11,2,58,0.8,0.666666667,1,1,28.0,1,0.5,0
3,6,37,34,8,29,2,209,0.967741935,0.666666667,0,0,68.0,3,1.0,0
2,3,14,17,0,14,2,96,0.857142857,0.625,1,1,45.5,4,2.0,0
2,3,16,22,0,16,2,92,0.857142857,0.625,1,1,44.0,1,0.5,0
2,1,11,8,5,6,2,17,0.0,0.625,0,0,7.5,1,0.5,0
2,4,23,21,0,23,2,95,0.9285714290000001,0.625,1,1,45.5,1,0.5,0
8,5,24,20,19,5,7,89,0.853658537,0.80952381,2,4,9.75,1,0.75,0
135,2,128,155,119,9,133,787,0.02919708,0.046132972,0,0,4.8074074069999995,2,1.0444,0
5,4,13,13,4,9,2,44,0.8636363640000001,0.5,2,3,7.2,1,0.6,0
4,5,15,24,2,13,3,154,0.959183673,0.5,2,4,36.75,1,0.5,0
2,3,12,13,0,12,2,65,0.857142857,0.625,1,1,30.5,1,0.5,0
4,1,22,30,7,15,2,124,0.0,0.38888888899999996,0,0,29.0,7,2.0,0
6,3,20,53,0,20,4,562,0.818181818,0.44,0,0,91.33333333,6,2.0,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,5,7,0,5,2,19,0.857142857,0.625,1,1,8.5,1,0.5,0
2,5,9,7,0,9,2,24,0.9375,0.6,1,1,11.0,1,0.5,0
7,5,24,32,0,24,3,206,0.8,0.4,4,6,27.71428571,6,1.4286,0
2,4,12,15,0,12,2,57,0.9722222220000001,0.666666667,3,3,27.0,4,2.0,0
2,4,5,5,0,5,2,12,0.9722222220000001,0.666666667,2,2,5.0,1,0.5,0
4,5,11,29,0,11,2,231,0.944444444,0.428571429,1,1,55.0,1,0.5,0
2,3,6,7,0,6,2,22,0.857142857,0.625,1,1,10.0,2,1.0,0
8,5,19,28,0,19,3,120,0.793103448,0.342857143,3,6,13.375,3,1.0,0
5,2,13,27,2,11,4,148,0.6,0.444444444,0,0,28.2,1,0.8,0
2,3,10,17,0,10,2,112,0.857142857,0.625,1,1,54.0,19,9.5,0
2,4,32,31,0,32,2,153,0.9285714290000001,0.625,1,1,74.0,1,0.5,0
2,4,22,21,0,22,2,92,0.9285714290000001,0.625,1,1,44.0,1,0.5,0
6,6,20,31,6,14,4,424,0.857142857,0.44,2,2,69.0,2,0.8333,0
2,4,21,19,0,21,2,81,0.9285714290000001,0.625,1,1,39.0,1,0.5,0
2,1,7,5,2,5,2,11,0.0,0.625,0,0,4.5,1,0.5,0
2,4,15,13,0,15,2,81,0.9285714290000001,0.625,1,1,38.0,1,0.5,0
2,3,14,13,0,14,2,62,0.857142857,0.625,1,1,30.0,4,2.0,0
2,3,17,16,0,17,2,69,0.857142857,0.625,1,1,33.5,9,4.5,0
7,5,23,32,0,23,3,125,0.8,0.611111111,3,4,16.28571429,2,0.8571,0
2,3,16,22,0,16,2,299,0.857142857,0.625,1,1,148.0,13,6.5,0
2,3,30,22,0,30,2,99,0.857142857,0.625,1,1,47.5,1,0.5,0
3,2,9,5,2,7,3,16,0.666666667,0.666666667,1,1,4.333333333,1,0.6667,0
5,3,18,37,0,18,1,578,0.925,0.75,2,3,112.6,2,0.8,0
4,5,14,24,1,13,3,154,0.959183673,0.5,2,4,36.75,1,0.5,0
2,3,6,5,0,6,2,12,0.857142857,0.625,1,1,5.0,1,0.5,0
0,1,0,0,0,0,0,48,0.0,0.0,0,0,0.0,0,0.0,0
2,3,12,12,0,12,2,36,0.857142857,0.625,1,1,17.0,1,0.5,0
7,8,15,20,0,15,3,62,0.8611111109999999,0.333333333,4,6,7.428571429,1,0.7143,0
4,5,17,28,1,16,3,120,0.959183673,0.5555555560000001,2,4,28.0,1,0.5,1
2,3,11,15,0,11,2,58,0.857142857,0.625,1,1,27.5,1,0.5,0
2,3,19,19,0,19,2,123,0.857142857,0.625,1,1,59.0,12,6.0,0
9,4,35,48,17,18,4,333,0.794117647,0.261363636,1,1,35.0,13,2.6667,0
2,3,23,27,0,23,2,98,0.857142857,0.625,1,1,48.0,1,0.5,0
8,4,21,33,0,21,3,218,0.76,0.37142857100000004,2,4,25.375,4,1.125,0
2,4,30,24,0,30,2,129,0.9285714290000001,0.625,1,1,62.5,1,0.5,0
2,4,35,46,0,35,2,263,0.9722222220000001,0.666666667,3,3,127.0,1,0.5,0
2,3,15,21,0,15,2,91,0.857142857,0.625,1,1,43.5,4,2.0,0
4,3,17,37,0,17,3,285,0.9,0.46666666700000003,0,0,69.25,6,1.75,0
3,5,16,20,2,14,2,75,0.979166667,0.666666667,0,0,23.33333333,1,0.3333,0
1,1,10,1,8,2,1,1,0.0,1.0,0,0,0.0,1,1.0,0
2,4,19,16,0,19,2,83,0.9285714290000001,0.625,1,1,39.5,1,0.5,0
5,5,5,8,0,5,1,18,0.913043478,0.7,2,2,2.6,1,0.8,0
6,5,19,26,0,19,3,113,0.833333333,0.533333333,3,3,17.0,4,1.1667,0
2,3,10,13,0,10,2,45,0.857142857,0.625,1,1,21.0,1,0.5,0
15,1,30,47,7,23,13,528,0.0,0.380952381,0,0,33.73333333,4,2.1333,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
3,6,3,8,1,2,2,29,0.9795918370000001,1.0,3,4,7.666666667,1,0.3333,0
5,8,4,10,1,3,2,35,0.916666667,1.0,4,4,5.4,1,0.6,0
2,3,14,18,0,14,2,59,0.857142857,0.625,1,1,28.5,1,0.5,0
2,4,23,19,0,23,2,63,0.8888888890000001,0.6,1,1,30.5,1,0.5,0
2,2,19,17,0,19,2,97,0.8,0.666666667,1,1,46.0,1,0.5,2
4,5,15,21,0,15,2,133,0.916666667,0.375,2,3,31.75,1,0.75,0
2,3,14,18,0,14,2,69,0.857142857,0.625,1,1,33.5,3,1.5,0
6,5,33,74,6,27,5,482,0.857142857,0.666666667,2,2,78.66666667,1,0.6667,0
3,5,23,32,2,21,2,145,0.979166667,0.666666667,0,0,46.33333333,1,0.3333,0
2,4,8,6,0,8,2,15,0.8888888890000001,0.6,1,1,6.5,1,0.5,0
2,2,11,13,0,11,2,64,0.8,0.666666667,1,1,30.0,3,1.5,0
2,3,18,23,0,18,2,92,0.857142857,0.625,1,1,44.0,1,0.5,0
6,8,10,14,1,9,4,46,0.8857142859999999,0.7,5,5,6.166666667,1,0.6667,0
2,4,6,3,0,6,2,7,0.9285714290000001,0.625,1,1,2.5,1,0.5,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,4,30,27,0,30,2,198,0.9285714290000001,0.625,1,1,95.5,1,0.5,0
2,4,29,27,0,29,2,160,0.9285714290000001,0.625,1,1,77.0,6,3.0,0
2,4,22,26,0,22,2,134,0.9285714290000001,0.625,1,1,65.5,1,0.5,0
5,4,20,19,11,9,3,111,0.892857143,0.666666667,1,1,20.6,2,0.8,0
3,1,6,4,6,0,1,35,0.0,0.75,0,0,9.333333332999999,1,0.3333,0
6,3,34,62,0,34,4,568,0.7777777779999999,0.36,0,0,90.83333333,12,2.8333,0
2,3,14,17,0,14,2,60,0.857142857,0.625,1,1,29.0,6,3.0,0
2,3,16,21,0,16,2,91,0.857142857,0.625,1,1,43.5,1,0.5,0
2,4,16,12,0,16,2,44,0.9285714290000001,0.625,1,1,21.0,1,0.5,0
2,3,20,19,0,20,2,67,0.857142857,0.625,1,1,32.5,2,1.0,0
6,1,8,24,3,5,4,99,0.0,0.3,0,0,15.0,2,0.8333,1
2,3,24,27,0,24,2,131,0.857142857,0.625,1,1,64.0,1,0.5,0
2,3,9,5,0,9,2,14,0.857142857,0.625,1,1,6.0,1,0.5,0
2,3,7,7,0,7,2,14,0.857142857,0.625,1,1,6.0,1,0.5,0
6,5,18,23,0,18,3,128,0.833333333,0.36,3,4,19.33333333,4,1.1667,0
2,3,11,12,0,11,2,44,0.857142857,0.625,1,1,21.0,5,2.5,0
2,1,18,29,1,17,2,88,0.0,0.625,0,0,43.0,1,0.5,0
2,3,14,16,0,14,2,48,0.857142857,0.625,1,1,23.0,1,0.5,0
4,6,11,16,0,11,1,56,0.923076923,0.5555555560000001,2,2,12.25,1,0.5,1
4,5,37,57,4,33,3,455,0.931034483,0.5555555560000001,2,2,109.25,1,0.5,2
2,4,31,35,0,31,2,211,0.9285714290000001,0.625,1,1,101.5,1,0.5,0
2,3,14,12,0,14,2,66,0.857142857,0.625,1,1,31.0,1,0.5,0
6,5,11,16,0,11,2,56,0.84,0.6,2,4,7.833333333,1,0.6667,0
5,7,22,23,6,16,4,131,0.9090909090000001,0.666666667,3,3,24.6,1,0.6,0
2,4,28,28,0,28,2,104,0.9285714290000001,0.625,1,1,50.5,1,0.5,0
2,3,9,11,0,9,2,34,0.857142857,0.625,1,1,16.0,1,0.5,0
7,4,23,32,0,23,3,125,0.791666667,0.611111111,2,4,16.28571429,2,0.8571,0
2,3,9,8,0,9,2,49,0.857142857,0.625,1,1,23.5,5,2.5,0
2,4,15,18,0,15,2,60,0.9722222220000001,0.666666667,3,3,28.5,3,1.5,0
2,5,10,13,2,8,1,42,0.9714285709999999,0.666666667,1,1,19.5,2,1.0,0
2,4,19,16,0,19,2,54,0.9285714290000001,0.625,1,1,26.0,1,0.5,0
7,5,37,49,0,37,3,313,0.8,0.4,3,5,42.57142857,4,1.1429,0
2,5,37,48,0,37,2,252,0.9375,0.6,1,1,124.5,1,0.5,1
2,4,25,23,0,25,2,81,0.8888888890000001,0.6,1,1,39.0,1,0.5,0
2,4,18,20,0,18,2,135,0.9285714290000001,0.625,1,1,64.5,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
7,8,10,16,0,10,2,60,0.8684210529999999,0.5555555560000001,5,6,7.142857143,1,0.7143,0
9,5,28,38,7,21,8,238,0.87037037,0.625,4,9,25.11111111,1,0.7778,0
2,3,9,14,0,9,2,35,0.857142857,0.625,1,1,16.5,3,1.5,0
2,3,20,25,0,20,2,114,0.857142857,0.625,1,1,55.0,5,2.5,0
2,3,9,13,0,9,2,46,0.857142857,0.625,1,1,21.5,3,1.5,0
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
5,5,15,25,0,15,2,357,0.916666667,0.375,2,3,69.0,1,0.6,0
2,3,16,22,0,16,2,93,0.857142857,0.625,1,1,44.5,3,1.5,0
2,3,13,14,0,13,2,89,0.857142857,0.625,1,1,42.0,1,0.5,0
3,3,5,11,0,5,1,33,0.8,0.5555555560000001,1,1,10.0,3,1.6667,0
2,4,40,50,0,40,2,300,0.9722222220000001,0.666666667,2,2,145.0,1,0.5,0
4,1,17,29,2,15,2,121,0.0,0.38888888899999996,0,0,28.5,3,1.0,0
5,3,34,98,0,34,2,780,0.8235294120000001,0.34375,2,2,153.6,22,6.4,0
2,4,39,40,0,39,2,340,0.9285714290000001,0.625,1,1,166.0,1,0.5,1
2,4,3,8,0,3,2,30,0.944444444,0.75,1,1,13.5,2,1.0,1
43,1,20,74,4,16,38,1450,0.0,0.172757475,0,0,30.90697674,5,1.3488,0
7,5,21,26,0,21,3,179,0.8,0.4,3,5,23.71428571,4,1.1429,0
2,2,11,13,0,11,2,64,0.8,0.666666667,1,1,30.0,3,1.5,0
4,5,10,13,0,10,2,103,0.9189189190000001,0.333333333,1,2,23.75,2,1.0,0
4,5,15,21,0,15,2,133,0.9189189190000001,0.39285714299999996,2,3,31.75,1,0.75,0
9,5,24,34,0,24,4,188,0.740740741,0.425,3,5,19.22222222,4,1.1111,0
4,2,3,7,0,3,4,33,0.571428571,0.75,0,0,7.25,1,0.75,0
2,3,21,23,0,21,2,150,0.857142857,0.625,1,1,72.0,6,3.0,0
2,4,14,13,0,14,2,63,0.9285714290000001,0.625,1,1,29.5,1,0.5,0
2,4,18,12,0,18,2,43,0.9285714290000001,0.625,1,1,20.5,1,0.5,0
4,1,9,4,6,3,4,4,0.0,0.55,0,0,0.0,1,1.0,0
6,5,15,19,0,15,2,69,0.833333333,0.6,3,4,10.0,1,0.6667,0
2,4,30,27,0,30,2,229,0.9285714290000001,0.625,1,1,111.5,1,0.5,0
5,1,19,28,0,19,5,128,0.0,0.37142857100000004,0,0,24.0,4,1.8,0
5,1,10,9,1,9,5,26,0.0,0.72,0,0,4.2,1,0.8,0
2,4,21,20,0,21,2,98,0.9285714290000001,0.625,1,1,47.5,1,0.5,0
2,3,15,18,0,15,2,79,0.857142857,0.625,1,1,37.5,3,1.5,0
11,6,34,53,0,34,4,230,0.75,0.4,4,7,19.45454545,3,1.1818,2
2,3,10,9,0,10,2,29,0.857142857,0.625,1,1,13.5,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
2,4,15,17,0,15,2,81,0.9285714290000001,0.625,1,1,39.0,1,0.5,0
2,3,9,12,0,9,2,49,0.857142857,0.625,1,1,23.0,4,2.0,0
6,5,23,29,0,23,2,135,0.833333333,0.6,3,4,20.66666667,1,0.6667,0
4,5,24,27,2,22,3,112,0.959183673,0.5555555560000001,2,4,26.0,1,0.5,0
11,5,39,41,18,21,10,369,0.8392857140000001,0.65,4,9,32.18181818,1,0.8182,0
2,3,22,16,0,22,2,57,0.857142857,0.625,1,1,27.5,1,0.5,0
4,6,16,20,1,15,3,75,0.935483871,0.5555555560000001,3,3,17.0,1,0.5,0
4,5,21,22,1,20,3,96,0.959183673,0.5555555560000001,2,4,22.0,1,0.5,0
5,1,8,10,2,6,2,145,0.0,0.583333333,0,0,26.0,11,3.8,0
2,4,5,5,0,5,2,12,0.9722222220000001,0.666666667,2,2,5.0,1,0.5,0
2,3,19,20,0,19,2,69,0.857142857,0.625,1,1,33.0,1,0.5,0
2,4,16,12,0,16,2,44,0.9285714290000001,0.625,1,1,21.0,1,0.5,0
2,3,26,21,0,26,2,93,0.857142857,0.625,1,1,44.5,1,0.5,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,24,18,0,24,2,84,0.857142857,0.625,1,1,40.0,1,0.5,0
2,3,5,14,0,5,2,47,0.857142857,0.625,1,1,22.5,1,0.5,0
5,1,22,39,7,15,3,302,0.0,0.25,0,0,58.4,13,4.6,0
5,5,19,24,0,19,1,79,0.913043478,0.7,2,3,14.6,5,1.6,0
2,4,10,7,0,10,2,36,0.9285714290000001,0.625,1,2,17.0,1,0.5,0
3,1,3,7,1,2,2,34,0.0,0.75,0,0,10.0,2,0.6667,0
2,3,13,15,0,13,2,67,0.857142857,0.625,1,1,31.5,3,1.5,0
2,3,29,21,0,29,2,107,0.857142857,0.625,1,1,52.0,1,0.5,0
2,3,12,9,0,12,2,27,0.857142857,0.625,1,1,12.5,1,0.5,0
2,3,21,19,0,21,2,85,0.857142857,0.625,1,1,41.5,6,3.0,0
2,4,14,14,0,14,2,54,0.9285714290000001,0.625,1,1,25.5,1,0.5,0
6,4,20,23,0,20,2,134,0.826086957,0.6,2,4,20.33333333,1,0.6667,0
3,3,8,14,0,8,2,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
5,5,10,15,0,10,2,52,0.869565217,0.5,3,3,8.8,1,0.6,0
5,4,11,16,0,11,2,54,0.8636363640000001,0.5,2,3,9.2,1,0.6,0
6,5,7,14,0,7,1,37,0.9,0.708333333,2,2,5.166666667,1,0.8333,0
2,4,7,7,0,7,2,19,0.9285714290000001,0.625,1,1,8.5,1,0.5,0
4,2,8,14,1,7,1,43,0.571428571,0.55,1,2,9.75,1,0.75,1
2,3,12,9,0,12,2,38,0.857142857,0.625,1,1,18.0,3,1.5,0
2,4,16,23,0,16,2,184,0.9722222220000001,0.666666667,3,3,88.5,1,0.5,0
7,4,16,38,5,12,4,231,0.8214285709999999,0.46666666700000003,1,1,31.42857143,2,0.8571,0
2,4,6,6,0,6,2,16,0.9722222220000001,0.666666667,2,2,7.0,1,0.5,0
1,1,120,1,116,4,1,1,0.0,1.0,0,0,0.0,1,1.0,0
6,5,27,29,0,27,2,136,0.857142857,0.6,3,5,20.83333333,1,0.6667,0
78,1,260,254,174,87,73,2928,0.0,0.068571429,0,0,36.28205128,11,2.4487,5
5,5,11,12,0,11,1,31,0.913043478,0.7,2,3,5.2,2,1.0,0
4,2,10,11,5,5,1,25,0.571428571,0.55,1,2,5.25,1,0.75,0
2,4,7,3,0,7,2,7,0.9285714290000001,0.625,1,1,2.5,1,0.5,0
2,3,30,28,0,30,2,96,0.857142857,0.625,1,1,46.5,1,0.5,0
5,5,10,14,0,10,2,46,0.875,0.5,2,3,7.6,1,0.6,0
6,5,10,20,0,10,1,86,0.9,0.75,2,3,13.0,5,1.5,0
2,3,15,13,0,15,2,68,0.857142857,0.625,1,1,32.0,1,0.5,0
9,4,27,39,0,27,4,218,0.7307692309999999,0.425,2,4,22.55555556,4,1.1111,0
1,1,7,1,2,5,1,1,0.0,1.0,0,0,0.0,1,1.0,0
6,5,17,25,0,17,2,95,0.833333333,0.6,3,4,14.33333333,1,0.6667,0
4,5,24,34,2,22,3,224,0.959183673,0.5555555560000001,2,4,54.0,1,0.5,3
5,5,34,43,1,33,4,287,0.9,0.666666667,2,2,55.2,1,0.6,0
12,5,49,95,7,42,9,796,0.8245614040000001,0.545454545,2,4,64.75,1,0.8333,2
4,5,26,54,2,24,2,356,0.959183673,0.5555555560000001,0,0,86.75,1,0.5,0
2,4,16,16,0,16,2,49,0.8888888890000001,0.6,1,1,23.5,1,0.5,0
2,3,22,27,0,22,2,122,0.857142857,0.625,1,1,59.5,8,4.0,0
2,3,9,7,0,9,2,14,0.857142857,0.625,1,1,6.0,1,0.5,0
2,3,12,11,0,12,2,40,0.857142857,0.625,1,1,19.0,1,0.5,0
2,6,5,6,4,1,1,22,0.966666667,1.0,1,1,9.5,2,1.0,0
2,4,12,17,0,12,2,64,0.9722222220000001,0.666666667,3,3,30.5,3,1.5,0
2,3,17,19,0,17,2,92,0.857142857,0.625,1,1,44.0,5,2.5,0
6,5,11,19,0,11,1,85,0.9,0.75,2,3,13.0,2,1.1667,0
9,7,20,25,3,17,7,174,0.815789474,0.8125,5,5,17.88888889,3,2.0,0
2,3,13,12,0,13,2,43,0.857142857,0.625,1,1,20.5,1,0.5,0
2,4,13,12,0,13,2,83,0.9722222220000001,0.666666667,2,2,39.0,1,0.5,0
8,1,4,14,2,2,8,69,0.0,0.34375,0,0,7.25,1,0.875,0
6,4,11,19,0,11,1,68,0.833333333,0.6,2,5,9.833333332999999,1,0.6667,0
4,5,3,9,1,2,1,32,0.92,1.0,2,2,6.25,1,0.5,0
2,4,8,9,0,8,2,32,0.9285714290000001,0.625,1,2,15.0,1,0.5,0
8,5,30,42,12,18,7,329,0.886792453,0.80952381,2,6,39.625,1,0.75,2
2,3,30,25,0,30,2,143,0.857142857,0.625,1,1,69.5,1,0.5,0
2,3,11,16,0,11,2,52,0.857142857,0.625,1,1,24.5,3,1.5,0
2,3,14,18,0,14,2,71,0.857142857,0.625,1,1,34.5,1,0.5,0
2,3,29,24,0,29,2,127,0.857142857,0.625,1,1,61.0,1,0.5,0
6,4,13,17,0,13,2,82,0.826086957,0.6,2,4,12.0,1,0.6667,0
4,3,16,32,0,16,3,320,0.9,0.5,0,0,77.25,9,2.75,1
6,8,10,15,0,10,2,49,0.8857142859999999,0.46666666700000003,4,6,6.666666667,1,0.6667,0
2,5,10,6,0,10,2,25,0.9375,0.6,1,1,11.5,1,0.5,0
2,1,50,2,48,2,2,2,0.0,0.75,0,0,0.0,1,1.0,0
5,5,16,21,2,14,4,145,0.892857143,0.666666667,2,2,27.4,1,0.6,1
4,5,13,20,1,12,3,91,0.959183673,0.5555555560000001,2,4,20.75,1,0.5,0
2,4,11,11,0,11,2,58,0.9722222220000001,0.666666667,2,2,27.0,1,0.5,0
3,1,8,14,2,6,2,59,0.0,0.41666666700000005,0,0,18.33333333,3,1.3333,0
6,5,27,38,9,18,5,233,0.9215686270000001,0.7333333329999999,2,6,37.16666667,1,0.6667,0
2,3,19,23,0,19,2,76,0.857142857,0.625,1,1,36.5,2,1.0,0
2,4,7,5,0,7,2,10,0.8888888890000001,0.6,1,1,4.0,1,0.5,0
2,2,22,25,0,22,1,106,0.9285714290000001,0.625,1,2,51.0,3,1.5,0
4,2,16,23,0,16,3,122,0.6,0.5,0,0,28.75,4,1.75,0
7,5,26,28,0,26,3,103,0.8,0.4,3,5,13.28571429,1,0.7143,0
6,5,14,18,0,14,2,83,0.84,0.6,2,4,12.16666667,1,0.6667,0
21,1,90,64,52,38,20,823,0.0,0.19047619,0,0,37.904761900000004,7,3.5714,1
5,1,35,30,16,19,3,225,0.0,0.4375,0,0,43.4,12,2.8,0
2,5,20,24,0,20,2,153,0.9375,0.6,1,1,75.0,1,0.5,0
2,3,11,9,0,11,2,35,0.857142857,0.625,1,1,16.5,4,2.0,0
6,5,18,25,0,18,3,122,0.833333333,0.36,4,5,18.5,6,1.5,0
7,5,22,33,0,22,2,145,0.8,0.666666667,3,4,19.0,1,0.7143,0
3,4,8,12,0,8,2,52,0.9523809520000001,0.625,1,1,15.66666667,5,1.6667,0
2,3,17,19,0,17,2,77,0.857142857,0.625,2,2,36.5,1,0.5,0
2,4,15,13,0,15,2,53,0.9285714290000001,0.625,1,1,25.0,1,0.5,0
3,1,5,3,3,2,3,3,0.0,0.7777777779999999,0,0,0.0,1,1.0,0
6,5,18,22,0,18,3,88,0.833333333,0.36,3,4,13.0,2,0.8333,0
4,2,12,9,7,5,1,20,0.571428571,0.55,1,2,4.0,1,0.75,0
2,4,25,23,0,25,2,112,0.9285714290000001,0.625,1,1,54.0,1,0.5,0
2,3,20,16,0,20,2,65,0.857142857,0.625,1,1,31.0,1,0.5,0
2,3,8,6,0,8,2,21,0.857142857,0.625,1,1,9.5,2,1.0,0
5,5,28,58,3,25,4,419,0.916666667,0.666666667,2,4,81.8,1,0.6,1
2,2,11,9,0,11,2,62,0.8,0.666666667,1,1,30.0,1,0.5,0
11,5,33,41,13,20,10,362,0.8392857140000001,0.65,4,9,31.54545455,1,0.8182,0
2,4,13,13,0,13,2,60,0.8888888890000001,0.6,1,1,28.5,5,2.5,0
2,4,30,28,0,30,2,181,0.9285714290000001,0.625,1,1,88.0,1,0.5,0
5,5,10,14,0,10,2,46,0.869565217,0.5,3,3,7.6,1,0.6,0
2,4,16,22,0,16,2,90,0.9722222220000001,0.666666667,3,3,43.5,2,1.0,0
2,3,16,22,0,16,2,75,0.857142857,0.625,1,1,36.0,1,0.5,0
