wmc,dit,cbo,rfc,ca,ce,npm,loc,dam,cam,amc,max_cc,avg_cc,bug
2,2,13,17,0,13,2,61,0.0,0.666666667,29.0,1,0.5,0
2,2,14,12,0,14,2,41,0.0,0.666666667,19.5,1,0.5,0
4,4,11,14,0,11,3,91,0.333333333,0.5625,21.0,2,1.0,0
6,4,15,19,0,15,4,123,0.333333333,0.46666666700000003,18.5,4,1.3333,0
2,3,10,10,0,10,2,27,0.0,0.625,12.5,1,0.5,1
5,4,9,15,0,9,1,46,0.0,0.36,8.2,1,0.8,0
5,5,15,19,0,15,2,61,0.0,0.4,10.6,1,0.6,0
6,4,10,16,0,10,4,108,0.2,0.444444444,16.16666667,4,1.5,0
1,1,1,3,1,0,0,202,0.0,0.0,131.0,0,0.0,0
7,4,16,24,1,15,5,147,0.0,0.611111111,19.28571429,2,0.8571,0
4,3,5,16,0,5,3,66,0.333333333,0.666666667,14.75,2,0.75,0
5,5,10,14,0,10,2,53,0.0,0.5,9.0,1,0.6,0
2,3,13,11,0,13,2,34,0.0,0.6,16.0,3,1.5,1
2,3,20,13,0,20,2,45,0.0,0.6,21.5,1,0.5,0
2,2,7,7,0,7,2,25,0.0,0.666666667,11.5,1,0.5,0
3,1,4,3,4,0,3,3,0.0,1.0,0.0,1,1.0,0
2,3,18,17,0,18,2,126,0.0,0.6,62.0,7,3.5,0
7,4,25,42,1,24,5,242,0.0,0.611111111,33.0,2,0.8571,0
2,3,14,14,0,14,2,38,0.0,0.666666667,18.0,1,0.5,0
2,3,14,15,0,14,2,49,0.0,0.6,23.5,2,1.0,0
4,3,17,33,0,17,2,213,0.0,0.5,52.0,11,6.0,0
2,3,12,9,0,12,2,36,0.0,0.6,17.0,2,1.0,0
2,3,15,12,0,15,2,60,0.0,0.6,29.0,2,1.0,0
2,3,19,25,0,19,2,140,0.0,0.6,68.5,9,4.5,0
5,5,14,22,0,14,2,71,0.0,0.4,12.6,3,1.0,0
2,2,10,28,0,10,2,160,0.0,0.75,77.0,5,2.5,0
2,3,8,10,0,8,2,34,0.0,0.625,16.0,2,1.0,0
2,3,7,8,0,7,2,22,0.0,0.625,10.0,1,0.5,0
4,3,7,17,0,7,2,81,0.0,0.5,19.25,4,2.0,0
7,5,23,28,0,23,2,110,0.0,0.7222222220000001,14.28571429,1,0.7143,0
7,3,9,18,0,9,5,88,0.0,0.611111111,11.0,2,0.8571,0
6,5,16,23,0,16,1,78,0.0,0.6,11.5,1,0.6667,0
2,4,23,30,0,23,2,266,0.0,0.625,132.0,1,0.5,0
2,3,39,30,0,39,2,400,0.0,0.6,199.0,36,18.0,0
2,3,5,4,1,4,2,10,0.0,0.666666667,4.0,1,0.5,0
7,4,11,18,0,11,4,120,0.28571428600000004,0.444444444,15.14285714,4,1.2857,0
2,3,15,20,0,15,2,154,0.333333333,0.666666667,74.5,1,0.5,0
2,3,13,18,0,13,2,53,1.0,0.625,25.0,5,2.5,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
2,3,12,12,0,12,2,36,0.0,0.666666667,17.0,1,0.5,1
6,4,15,19,0,15,4,123,0.333333333,0.46666666700000003,18.5,4,1.3333,0
7,5,19,68,1,18,5,433,0.0,0.611111111,60.28571429,2,0.8571,0
4,3,5,17,0,5,3,69,0.333333333,0.666666667,15.5,3,1.0,0
4,3,5,17,0,5,3,69,0.333333333,0.666666667,15.5,3,1.0,0
11,5,47,88,5,42,9,621,0.0,0.7666666670000001,55.09090909,2,0.9091,0
4,4,29,36,0,29,3,382,0.7142857140000001,0.4,91.0,2,0.75,0
14,1,2,20,1,1,14,274,0.2,0.523809524,18.21428571,2,1.5,0
1,5,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
7,5,13,18,0,13,1,78,0.0,0.666666667,9.714285713999999,1,0.7143,0
3,2,9,9,0,9,2,40,0.0,0.5,12.33333333,2,1.0,0
6,5,17,27,0,17,2,99,0.0,0.6,15.0,1,0.6667,0
8,5,29,35,8,21,6,163,0.25,0.523809524,18.875,2,1.0,0
2,3,16,25,0,16,2,90,0.0,0.625,44.0,4,2.0,0
4,1,4,4,3,1,4,4,0.0,1.0,0.0,1,1.0,0
5,5,7,12,0,7,2,46,0.0,0.5,7.6,1,0.6,0
7,4,27,41,1,26,5,212,0.0,0.611111111,28.71428571,2,0.8571,0
3,4,30,35,0,30,2,312,1.0,0.625,100.33333329999999,1,0.3333,0
5,5,12,16,0,12,2,48,0.0,0.4,8.0,1,0.6,0
5,5,16,28,0,16,1,152,0.0,0.666666667,28.8,1,0.6,0
1,4,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
3,1,6,12,0,6,2,40,0.5,0.666666667,11.66666667,1,0.3333,0
3,3,24,30,0,24,2,188,0.0,0.428571429,61.66666667,5,2.0,0
12,3,11,31,4,7,12,155,0.166666667,0.38888888899999996,10.91666667,2,1.0833,0
9,6,7,17,0,7,1,46,0.0,0.625,4.1111111110000005,1,0.7778,0
2,3,16,30,0,16,2,100,0.0,0.625,49.0,4,2.0,0
2,3,5,5,0,5,2,14,0.0,0.666666667,6.0,1,0.5,0
2,3,17,21,0,17,2,109,0.0,0.6,53.0,7,3.5,0
1,1,3,1,2,1,1,1,0.0,1.0,0.0,1,1.0,0
7,5,24,39,0,24,3,174,0.0,0.611111111,23.42857143,1,0.7143,0
4,3,16,38,0,16,1,346,0.2,0.666666667,84.25,14,5.0,0
8,5,24,30,0,24,3,103,0.0,0.457142857,11.5,1,0.75,0
2,3,8,10,0,8,2,34,0.0,0.625,16.0,3,1.5,0
4,1,1,9,1,0,4,29,1.0,0.583333333,6.0,1,0.75,0
2,3,10,9,0,10,2,29,0.0,0.625,13.5,4,2.0,0
2,4,29,26,0,29,2,224,1.0,0.625,110.0,1,0.5,0
2,3,11,11,0,11,2,35,0.0,0.625,16.5,4,2.0,0
2,3,18,20,0,18,2,123,0.0,0.6,59.5,9,4.5,0
6,5,19,23,0,19,2,80,0.0,0.44,11.83333333,1,0.6667,0
5,1,40,8,37,3,4,31,0.0,0.46666666700000003,5.0,1,0.8,0
9,2,19,34,0,19,2,227,0.5,0.5,24.0,2,1.3333,0
2,3,18,24,0,18,2,95,0.0,0.6,46.5,7,3.5,0
9,2,33,72,5,28,5,579,0.181818182,0.3125,62.11111111,7,1.8889,0
13,5,52,92,9,43,10,658,0.0,0.75,49.30769231,2,0.9231,0
5,3,15,16,0,15,2,67,0.0,0.3,12.4,4,1.8,0
7,5,23,28,0,23,2,110,0.0,0.7222222220000001,14.28571429,1,0.7143,0
2,2,26,40,0,26,2,200,0.0,0.666666667,99.0,1,0.5,0
6,3,25,32,5,20,2,128,0.0,0.30952381,20.33333333,5,1.8333,0
4,3,5,16,0,5,3,66,0.333333333,0.666666667,14.75,2,0.75,0
7,3,22,33,3,19,5,170,0.0,0.5,22.57142857,2,0.8571,0
2,3,12,7,0,12,2,38,0.0,0.6,18.0,1,0.5,0
2,3,13,9,0,13,2,51,0.0,0.6,24.5,3,1.5,0
25,4,57,88,5,52,20,939,0.0,0.2175,36.44,17,2.04,0
6,5,31,65,2,31,1,388,0.5,0.4,62.66666667,1,0.6667,0
5,5,3,18,0,3,1,77,0.0,1.0,14.4,1,0.8,0
6,4,18,27,1,17,4,139,0.0,0.533333333,21.33333333,2,0.8333,0
7,4,15,23,1,14,5,146,0.0,0.611111111,19.28571429,2,0.8571,0
11,4,37,69,5,32,9,522,0.0,0.7666666670000001,46.09090909,2,0.9091,0
2,3,10,8,0,10,2,20,0.0,0.6,9.0,2,1.0,0
13,5,56,95,10,46,10,618,0.0,0.75,46.23076923,2,0.9231,0
7,4,22,29,3,19,5,167,0.0,0.611111111,22.28571429,2,0.8571,0
10,1,73,35,61,12,4,182,0.0,0.14285714300000002,16.8,4,1.7,2
2,3,17,12,0,17,2,51,0.0,0.6,24.5,2,1.0,0
2,3,18,11,0,18,2,54,0.0,0.6,26.0,1,0.5,0
2,2,23,17,0,23,2,59,0.0,0.666666667,28.5,1,0.5,0
6,4,13,23,1,12,4,119,0.0,0.533333333,18.16666667,2,0.8333,0
4,5,6,11,0,6,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
5,4,15,37,0,15,4,175,0.2,0.75,33.0,4,1.4,0
2,3,8,9,1,7,2,22,0.0,0.666666667,10.0,1,0.5,0
6,5,26,31,0,26,2,109,0.0,0.44,16.66666667,1,0.6667,0
7,5,10,14,1,9,2,49,0.0,0.444444444,5.571428571,1,0.7143,0
0,1,63,0,63,0,0,147,0.0,0.0,0.0,0,0.0,2
88,1,16,90,0,16,88,258,1.0,0.072727273,1.920454545,1,0.9886,0
4,3,5,17,0,5,3,69,0.333333333,0.666666667,15.5,3,1.0,0
2,3,6,6,0,6,2,17,0.0,0.6,7.5,1,0.5,0
7,5,23,29,0,23,2,110,0.0,0.46666666700000003,14.28571429,3,1.0,0
2,2,8,15,0,8,2,66,0.0,0.666666667,32.0,1,0.5,0
4,3,21,37,0,21,2,168,0.0,0.41666666700000005,41.0,10,4.0,0
8,5,19,36,0,19,1,183,0.0,0.7142857140000001,21.5,1,0.75,0
2,3,9,10,0,9,2,61,0.0,0.6,29.5,4,2.0,0
2,3,14,17,0,14,2,71,0.0,0.6,34.5,11,5.5,0
7,5,12,21,1,11,1,66,0.0,0.444444444,8.0,2,0.8571,0
2,3,10,10,0,10,2,29,0.0,0.625,13.5,1,0.5,0
2,4,17,15,0,17,2,67,0.0,0.666666667,32.5,1,0.5,0
6,5,15,23,0,15,3,91,0.0,0.36,13.66666667,3,1.0,0
3,3,8,22,0,8,1,129,0.5,0.75,41.33333333,7,2.3333,0
8,3,25,28,9,16,6,141,0.25,0.39285714299999996,16.125,2,1.0,0
8,1,20,29,3,17,5,156,0.5,0.5,18.25,2,0.875,0
1,1,0,2,0,0,1,4,0.0,1.0,3.0,0,0.0,0
6,5,32,66,2,30,3,386,0.0,0.514285714,62.33333333,9,4.0,0
5,5,14,22,0,14,2,71,0.0,0.4,12.6,3,1.0,0
2,3,7,6,0,7,2,20,0.0,0.625,9.0,1,0.5,0
3,4,4,4,0,4,1,10,0.0,0.5555555560000001,2.333333333,1,0.6667,0
5,5,12,16,0,12,2,48,0.0,0.4,8.0,1,0.6,0
2,3,32,38,0,32,2,164,0.0,0.666666667,81.0,1,0.5,0
6,4,13,18,2,11,4,105,0.0,0.533333333,15.83333333,2,0.8333,0
5,5,7,12,0,7,2,46,0.0,0.5,7.6,1,0.6,0
6,6,11,17,0,11,1,64,0.0,0.533333333,9.166666667000001,1,0.6667,0
5,5,7,12,0,7,2,54,0.0,0.5,9.2,1,0.6,0
5,5,15,19,0,15,2,63,0.0,0.4,11.0,1,0.6,0
4,3,18,29,0,18,2,140,1.0,0.5,33.5,1,0.5,0
4,3,15,27,0,15,2,209,0.333333333,0.46666666700000003,50.5,5,1.5,0
8,4,14,33,2,12,6,205,0.0,0.666666667,24.125,2,0.875,0
5,5,12,15,0,12,1,58,0.0,0.666666667,10.0,1,0.6,0
5,4,15,41,0,15,4,219,0.14285714300000002,0.75,41.4,4,1.8,0
2,3,12,10,0,12,2,30,0.0,0.625,14.0,2,1.0,0
2,2,26,31,0,26,2,168,0.0,0.666666667,83.0,1,0.5,0
3,2,16,17,0,16,2,86,0.0,0.666666667,27.66666667,4,1.6667,0
2,4,12,10,0,12,2,67,0.0,0.666666667,32.5,1,0.5,0
19,5,27,36,0,27,19,298,1.0,0.21052631600000002,14.57894737,10,2.8421,0
2,3,7,8,0,7,2,22,0.0,0.625,10.0,1,0.5,0
2,3,18,19,0,18,2,83,0.0,0.625,40.5,7,3.5,0
2,3,15,12,0,15,2,62,0.0,0.6,30.0,3,1.5,0
2,4,35,42,0,35,2,242,0.0,0.625,119.0,1,0.5,0
2,2,16,12,0,16,2,44,0.0,0.666666667,21.0,1,0.5,0
2,3,27,24,0,27,2,112,0.0,0.625,55.0,7,3.5,0
7,4,13,23,1,12,5,143,0.0,0.611111111,18.85714286,2,0.8571,0
2,3,11,10,0,11,2,28,0.0,0.6,13.0,2,1.0,0
2,3,11,12,0,11,2,64,0.0,0.6,31.0,5,2.5,0
0,1,0,0,0,0,0,4,0.0,0.0,0.0,0,0.0,0
2,3,13,10,0,13,2,29,0.0,0.6,13.5,1,0.5,0
23,1,52,73,28,24,12,484,0.5,0.24025974,19.86956522,1,0.9129999999999999,0
3,3,13,12,6,7,2,42,0.0,0.5,13.0,1,0.6667,0
2,3,11,10,0,11,2,36,0.0,0.6,17.0,3,1.5,0
2,3,11,10,0,11,2,42,0.0,0.6,20.0,4,2.0,0
1,4,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
2,4,12,10,0,12,2,38,0.0,0.625,18.0,1,0.5,0
2,4,30,33,0,30,2,180,0.0,0.625,89.0,1,0.5,2
2,1,5,10,0,5,0,46,0.0,0.5,21.5,2,1.0,0
2,3,14,19,0,14,2,91,0.0,0.625,44.5,4,2.0,0
5,2,26,60,0,26,2,405,0.111111111,0.45,78.2,7,3.0,2
2,3,19,14,0,19,2,68,0.0,0.6,33.0,3,1.5,0
5,4,8,9,0,8,1,25,0.0,0.6,4.0,1,0.8,0
2,3,13,20,0,13,2,66,0.0,0.625,32.0,7,3.5,0
7,1,46,85,4,43,0,781,0.035714286,0.333333333,106.57142859999999,16,4.0,0
7,4,14,21,3,11,5,138,0.0,0.611111111,18.14285714,2,0.8571,0
10,4,35,65,5,30,8,361,0.0,0.740740741,34.7,2,0.9,0
3,2,23,27,0,23,2,103,1.0,0.666666667,32.66666667,1,0.3333,0
7,4,15,25,1,14,5,137,0.0,0.5,18.0,2,0.8571,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
8,2,27,52,6,21,4,257,1.0,0.45833333299999995,30.875,1,0.875,0
13,2,14,49,1,13,9,445,0.8666666670000001,0.212121212,32.07692308,6,1.9231,0
8,4,15,26,1,14,6,159,0.0,0.571428571,18.375,2,0.875,0
3,3,10,11,3,7,1,42,1.0,0.5,12.66666667,1,0.6667,0
6,5,20,22,0,20,2,77,0.0,0.44,11.33333333,1,0.6667,0
2,2,8,8,0,8,2,23,0.0,0.666666667,10.5,1,0.5,0
2,3,17,13,0,17,2,92,0.0,0.6,45.0,1,0.5,0
0,1,41,0,40,1,0,1,0.0,0.0,0.0,0,0.0,0
2,3,23,28,0,23,2,91,0.0,0.666666667,44.5,1,0.5,0
3,1,11,7,9,2,2,51,0.0,0.75,15.66666667,5,1.6667,0
7,1,63,36,44,19,6,188,0.0,0.267857143,25.71428571,3,1.4286,0
2,3,25,16,0,25,2,98,0.0,0.6,48.0,1,0.5,0
2,3,21,17,0,21,2,65,0.0,0.6,31.5,3,1.5,0
3,5,13,36,0,13,1,397,0.1,0.666666667,128.0,1,0.3333,0
5,6,11,22,1,10,4,117,0.0,0.666666667,21.8,1,0.6,0
2,3,9,8,0,9,2,29,0.0,0.666666667,13.5,2,1.0,0
2,4,9,24,0,9,1,352,0.0,0.666666667,169.5,18,9.0,0
2,3,20,20,0,20,2,166,0.0,0.6,82.0,7,3.5,0
4,4,17,24,0,17,2,138,1.0,0.444444444,32.5,5,1.5,0
6,3,27,34,4,23,2,171,0.25,0.41666666700000005,26.83333333,1,0.8333,0
2,3,12,18,0,12,2,77,0.0,0.625,37.0,5,2.5,0
2,3,13,15,0,13,2,53,0.0,0.6,25.5,5,2.5,0
5,4,15,37,0,15,4,175,0.2,0.75,33.0,4,1.4,0
6,5,18,20,0,18,2,69,0.0,0.44,10.0,1,0.6667,0
5,4,8,17,0,8,3,92,0.0,0.625,15.6,2,0.8,0
2,3,15,13,0,15,2,47,0.0,0.666666667,22.5,1,0.5,0
2,3,12,9,0,12,2,29,0.0,0.6,13.5,2,1.0,0
6,5,26,31,0,26,2,115,0.0,0.44,17.66666667,1,0.6667,0
6,5,20,22,0,20,2,77,0.0,0.44,11.33333333,1,0.6667,0
30,5,104,148,57,47,28,1269,0.4,0.454022989,41.13333333,2,1.0,1
2,3,11,9,0,11,2,39,0.0,0.625,18.5,4,2.0,0
3,3,20,27,0,20,2,275,1.0,0.6,89.66666667,36,12.0,0
8,5,23,41,0,23,2,191,0.0,0.35714285700000004,22.5,3,1.25,0
7,5,19,24,1,18,2,102,0.0,0.666666667,13.14285714,2,0.8571,0
5,4,12,14,0,12,1,46,0.0,0.36,8.2,1,0.8,0
2,3,12,8,0,12,2,28,0.0,0.625,13.0,2,1.0,0
9,1,2,9,2,0,8,1045,0.0,0.5625,109.55555559999999,1,0.8889,0
6,4,9,12,1,8,2,42,0.0,0.433333333,5.666666667,1,0.6667,0
7,4,16,26,3,13,5,159,0.0,0.611111111,21.14285714,2,0.8571,0
8,1,32,53,2,30,7,396,0.14285714300000002,0.47916666700000005,47.625,8,2.875,0
5,5,62,15,59,3,3,79,0.75,0.4375,14.0,2,1.0,0
4,4,5,6,0,5,1,15,0.0,0.75,2.75,1,0.75,0
5,6,9,15,0,9,1,48,0.0,0.5,8.0,1,0.6,0
6,4,16,21,2,14,4,118,0.0,0.533333333,18.0,2,0.8333,0
6,5,13,20,0,13,2,105,0.0,0.6,16.0,1,0.6667,0
2,3,28,35,0,28,2,150,0.0,0.666666667,74.0,1,0.5,0
7,2,7,31,1,6,6,305,0.5555555560000001,0.28571428600000004,41.28571429,14,3.0,0
2,3,15,12,0,15,2,51,0.0,0.625,24.5,6,3.0,0
2,3,15,15,0,15,2,54,0.0,0.6,26.0,5,2.5,0
2,3,4,4,0,4,2,11,0.0,0.666666667,4.5,1,0.5,0
26,1,4,39,2,2,26,217,1.0,0.20879120899999998,6.961538462,6,1.1923,0
8,3,18,45,2,16,6,248,0.28571428600000004,0.428571429,29.125,9,1.75,0
1,6,1,2,0,1,1,4,0.0,1.0,3.0,0,0.0,0
3,1,6,3,2,4,3,3,0.0,0.833333333,0.0,1,1.0,1
2,2,8,8,0,8,2,23,0.0,0.666666667,10.5,1,0.5,0
8,5,22,34,0,22,3,127,0.0,0.457142857,14.5,3,1.0,0
2,3,13,15,0,13,2,62,0.0,0.625,30.0,4,2.0,0
5,5,12,18,0,12,1,64,0.0,0.666666667,11.2,1,0.6,0
9,4,27,46,7,20,5,428,0.0,0.425,46.11111111,2,1.0,0
2,3,8,10,1,7,2,28,0.0,0.666666667,13.0,1,0.5,0
2,4,12,10,0,12,2,36,0.0,0.666666667,17.0,1,0.5,0
2,3,11,17,0,11,2,61,0.0,0.625,29.5,5,2.5,0
6,3,25,50,0,25,1,248,0.0,0.6,39.83333333,1,0.6667,0
1,1,6,3,4,2,0,205,0.0,0.0,175.0,0,0.0,0
8,2,26,68,1,25,4,450,0.857142857,0.342857143,54.375,2,0.875,0
2,3,12,13,0,12,2,38,0.0,0.625,18.0,3,1.5,0
10,4,37,66,5,32,8,370,0.0,0.740740741,35.6,2,0.9,0
2,4,2,5,0,2,1,13,0.0,0.75,5.5,1,0.5,0
9,4,27,53,4,23,7,336,0.0,0.625,35.88888889,2,0.8889,0
10,3,22,48,0,22,8,330,0.0,0.35,31.2,7,1.7,0
2,3,9,10,5,4,1,44,0.0,0.75,21.0,4,2.0,0
3,3,14,14,0,14,2,59,0.0,0.46666666700000003,18.66666667,5,2.0,0
2,3,26,21,0,26,2,79,0.0,0.625,38.5,5,2.5,0
2,2,22,25,2,20,1,159,0.0,0.666666667,76.5,1,0.5,0
5,1,13,8,11,2,5,54,1.0,0.4,9.4,4,1.4,0
2,3,14,12,0,14,2,35,0.0,0.666666667,16.5,1,0.5,0
2,3,18,25,0,18,2,102,0.0,0.6,49.5,6,3.0,0
2,4,25,40,0,25,2,279,0.0,0.625,138.5,1,0.5,0
6,1,15,22,4,11,3,117,0.0,0.333333333,18.16666667,3,1.3333,0
2,3,13,13,0,13,2,51,0.0,0.625,24.5,2,1.0,0
7,6,25,72,3,22,6,485,0.0,0.7777777779999999,67.85714286,1,0.7143,1
2,4,30,33,0,30,2,141,0.0,0.625,69.0,1,0.5,0
2,3,1,7,0,1,1,37,0.0,0.75,17.0,1,0.5,0
8,4,18,32,1,17,6,188,0.0,0.571428571,22.0,2,0.875,0
3,1,12,10,8,4,2,36,0.0,0.5,11.0,4,2.0,0
4,5,6,11,0,6,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
5,5,12,16,0,12,2,48,0.0,0.4,8.0,1,0.6,0
8,5,24,29,0,24,3,130,0.0,0.666666667,14.875,1,0.75,0
6,5,14,22,0,14,1,68,0.0,0.6,9.833333332999999,1,0.6667,1
3,3,25,30,5,20,2,309,0.0,0.583333333,101.0,1,0.6667,0
10,1,10,52,6,6,9,387,0.8888888890000001,0.65,36.8,9,2.5,0
6,5,15,23,0,15,3,91,0.0,0.36,13.66666667,3,1.0,0
10,4,22,52,4,19,5,345,0.2,0.472222222,33.0,2,0.9,0
5,5,3,18,0,3,1,67,0.0,1.0,12.4,1,0.8,0
2,3,23,33,0,23,2,130,0.0,0.6,64.0,10,5.0,0
2,3,19,18,0,19,2,87,0.0,0.6,42.5,5,2.5,0
5,5,7,12,0,7,2,58,0.0,0.5,10.0,1,0.6,0
3,2,26,52,0,26,2,202,0.333333333,0.75,65.33333333,5,1.6667,4
16,4,41,74,0,41,2,1502,1.0,0.7625,92.8125,1,0.9375,0
2,3,11,11,0,11,2,43,0.0,0.625,20.5,5,2.5,0
2,3,24,18,0,24,2,94,0.0,0.6,46.0,9,4.5,0
5,6,9,14,0,9,1,46,0.0,0.5,7.6,1,0.6,0
6,5,27,33,0,27,2,130,0.0,0.44,20.16666667,1,0.6667,0
5,5,15,19,0,15,2,63,0.0,0.4,11.0,1,0.6,0
2,3,15,18,0,15,2,124,0.0,0.6,60.0,9,4.5,1
3,2,24,17,3,21,3,66,0.0,0.41666666700000005,21.0,3,1.3333,0
9,6,7,17,0,7,1,46,0.0,0.625,4.1111111110000005,1,0.7778,0
1,1,12,1,11,1,1,6,0.0,1.0,0.0,1,1.0,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
4,3,27,25,5,22,2,115,0.0,0.41666666700000005,27.75,2,1.0,0
4,3,20,33,0,20,1,159,0.25,0.5555555560000001,37.75,1,0.5,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
1,1,0,2,0,0,1,20,0.0,1.0,3.0,0,0.0,0
7,4,15,27,1,14,5,144,0.0,0.611111111,19.0,2,0.8571,0
7,5,22,26,0,22,2,97,0.0,0.7222222220000001,12.42857143,1,0.7143,0
2,3,7,8,0,7,2,22,0.0,0.666666667,10.0,2,1.0,0
1,3,3,2,2,1,1,4,0.0,1.0,3.0,0,0.0,0
6,5,26,31,0,26,2,115,0.0,0.44,17.66666667,1,0.6667,0
3,5,13,12,0,13,3,46,0.0,0.5555555560000001,14.33333333,3,1.3333,0
2,3,13,23,0,13,2,101,0.0,0.625,49.5,6,3.0,0
1,3,11,2,10,1,1,4,0.0,1.0,3.0,0,0.0,0
2,3,41,5,31,10,2,29,0.0,0.666666667,13.5,1,0.5,0
2,3,17,11,0,17,2,50,0.0,0.6,24.0,1,0.5,0
2,4,19,22,0,19,2,178,0.0,0.666666667,88.0,1,0.5,0
2,2,24,38,0,24,2,161,0.0,0.666666667,79.5,1,0.5,0
11,4,37,59,10,27,8,320,0.0,0.7,27.72727273,2,0.9091,0
3,1,5,19,0,5,2,57,0.5,0.666666667,17.33333333,3,1.0,0
3,4,8,7,0,8,1,19,0.0,0.666666667,5.333333333,1,0.6667,0
6,5,11,16,1,10,1,55,0.0,0.7333333329999999,7.666666667,2,0.8333,0
2,3,28,26,0,28,2,133,0.0,0.625,65.5,12,6.0,0
22,1,27,90,12,15,4,1093,0.8888888890000001,0.26406926399999997,48.27272727,8,3.9091,0
4,5,9,11,0,9,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
14,2,14,40,2,12,5,212,0.5,0.307692308,14.0,7,1.5,0
6,4,21,39,7,14,2,652,0.352941176,0.45,104.83333329999999,1,0.6667,0
4,3,11,17,0,11,2,84,0.0,0.41666666700000005,20.0,5,1.75,0
2,3,22,16,0,22,2,85,0.0,0.625,41.5,6,3.0,0
2,1,6,2,5,1,2,2,0.0,0.875,0.0,1,1.0,0
4,4,11,27,0,11,2,207,0.666666667,0.46666666700000003,49.25,6,1.75,0
6,5,17,27,0,17,2,99,0.0,0.6,15.0,1,0.6667,0
2,3,13,18,0,13,2,63,0.0,0.666666667,30.5,5,2.5,0
10,1,5,15,2,3,9,151,0.0,0.2,14.1,6,2.8,0
4,3,17,38,0,17,1,367,0.2,0.666666667,89.5,17,5.75,0
34,1,89,234,2,87,12,2534,0.7777777779999999,0.30909090899999997,73.26470588,7,1.6176,1
5,5,3,18,0,3,1,67,0.0,1.0,12.4,1,0.8,0
5,5,7,12,0,7,2,50,0.0,0.5,8.4,1,0.6,0
7,4,20,46,1,19,5,238,0.0,0.611111111,32.42857143,2,0.8571,0
3,3,14,30,0,14,2,187,0.333333333,0.583333333,60.33333333,8,2.6667,0
7,4,15,34,1,14,5,191,0.0,0.611111111,25.71428571,2,0.8571,1
2,3,8,8,0,8,2,22,0.0,0.666666667,10.0,1,0.5,0
19,5,25,34,0,25,19,262,1.0,0.21052631600000002,12.73684211,10,2.5789,0
2,3,9,8,0,9,2,25,0.0,0.625,11.5,2,1.0,0
6,5,23,23,0,23,2,79,0.0,0.666666667,11.66666667,1,0.6667,0
7,3,25,46,2,23,7,413,0.235294118,0.37142857100000004,55.57142857,8,2.7143,0
6,5,25,29,0,25,2,102,0.0,0.44,15.5,1,0.6667,0
6,5,21,22,0,21,2,76,0.0,0.666666667,11.16666667,1,0.6667,0
6,5,9,16,0,9,1,63,0.0,0.7333333329999999,9.0,1,0.6667,0
6,3,13,19,0,13,4,96,0.0,0.533333333,14.33333333,2,0.8333,0
4,3,10,18,0,10,2,120,0.5,0.5,28.0,3,1.0,0
5,5,3,17,0,3,1,57,0.0,1.0,10.4,1,0.8,0
6,5,22,27,0,22,2,95,0.0,0.44,14.33333333,3,1.0,0
2,3,6,6,0,6,2,15,0.0,0.6,6.5,1,0.5,0
4,5,15,17,0,15,1,53,0.0,0.5555555560000001,11.5,1,0.5,0
2,4,1,3,0,1,1,7,0.0,1.0,2.5,1,0.5,0
4,5,15,22,0,15,1,83,0.0,0.5555555560000001,19.0,1,0.5,0
2,4,11,9,0,11,2,32,0.0,0.666666667,15.0,1,0.5,0
2,2,7,9,0,7,2,29,0.0,0.666666667,13.5,1,0.5,0
2,4,15,14,0,15,2,56,0.0,0.666666667,27.0,1,0.5,0
6,5,13,19,0,13,2,74,0.0,0.6,10.83333333,1,0.6667,0
9,1,14,44,2,12,5,267,0.25,0.35,28.22222222,6,1.6667,0
2,1,14,10,0,14,2,46,0.0,0.75,22.0,5,2.5,0
3,4,18,21,0,18,2,185,0.0,0.5,60.66666667,2,1.0,0
4,3,5,16,0,5,3,66,0.333333333,0.666666667,14.75,2,0.75,0
9,4,13,22,2,11,7,152,0.0,0.53125,15.33333333,2,0.8889,0
2,3,14,15,0,14,2,61,0.0,0.625,29.5,1,0.5,0
13,4,49,59,23,26,10,372,0.25,0.41666666700000005,27.30769231,2,1.0,0
2,4,33,41,0,33,2,244,1.0,0.625,120.5,1,0.5,0
5,5,12,17,0,12,1,64,0.0,0.666666667,11.2,1,0.6,0
4,5,6,11,0,6,1,37,0.0,0.5555555560000001,7.5,1,0.5,0
2,3,17,12,0,17,2,76,0.0,0.6,37.0,2,1.0,0
2,3,12,8,0,12,2,34,0.0,0.625,16.0,3,1.5,0
4,5,9,13,0,9,1,43,0.0,0.5555555560000001,9.0,1,0.5,0
3,1,2,11,0,2,1,36,0.0,0.5,10.33333333,2,0.6667,0
3,3,9,15,0,9,2,71,0.0,0.5,22.66666667,1,0.6667,0
