wmc,cbo,rfc,ca,npm,lcom3,loc,dam,moa,cam,cbm,amc,max_cc,avg_cc,bug
9,2,16,1,6,0.125,56,1.0,1,0.333333333,4,5.1111111110000005,1,0.8889,0
7,11,35,3,2,1.0555555559999998,484,0.166666667,1,0.333333333,0,66.42857143,34,10.0,0
1,16,1,15,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
26,14,76,2,12,0.765925926,2884,0.9259259259999999,6,0.145604396,0,108.88461540000002,39,2.4231,0
10,10,56,0,3,0.7777777779999999,514,1.0,1,0.333333333,3,49.9,19,3.5,0
5,0,6,0,5,0.75,36,1.0,0,0.4,0,5.4,1,0.8,0
7,0,16,0,7,0.0,63,1.0,0,0.571428571,0,7.857142857,2,1.2857,0
3,4,24,1,3,2.0,161,0.0,0,0.666666667,2,52.66666667,1,0.6667,0
7,0,11,0,6,0.833333333,34,1.0,1,0.428571429,0,3.714285714,1,0.8571,0
21,7,71,3,14,0.8538461540000001,1068,1.0,2,0.166666667,0,49.23809524,14,3.7143,0
3,2,3,1,3,2.0,3,0.0,0,0.5,0,0.0,1,1.0,0
32,0,63,0,32,0.0,185,1.0,1,0.3359375,0,4.75,2,1.0,0
25,11,55,6,22,0.510416667,786,1.0,0,0.256944444,1,30.28,6,1.72,0
20,0,53,0,18,0.6023391810000001,1126,1.0,0,0.31,0,54.85,6,1.65,0
13,13,32,13,10,0.979166667,210,0.0,1,0.208333333,0,14.23076923,5,1.3077,0
5,0,8,0,5,0.5,31,1.0,0,0.6,0,5.0,1,0.2,0
33,14,77,3,17,0.927083333,702,1.0,0,0.19602272699999998,0,19.90909091,25,2.8182,0
44,11,102,8,36,0.92749658,1083,0.882352941,0,0.259689922,1,23.22727273,16,1.9318,0
3,6,9,4,3,0.1875,101,0.0,2,1.0,0,30.0,1,0.6667,0
32,2,45,1,28,0.290322581,265,1.0,1,0.167155425,12,7.1875,2,1.125,0
4,9,18,2,4,0.0,507,1.0,0,0.5,1,125.25,3,0.75,0
14,9,57,0,13,0.7692307690000001,511,1.0,1,0.846153846,0,35.0,2,1.5,0
14,3,29,0,11,0.759615385,453,1.0,2,0.365384615,0,30.78571429,6,2.3571,0
0,0,0,0,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,4,14,2,2,2.0,87,0.0,0,0.6,0,42.5,4,2.0,0
8,3,17,3,8,1.142857143,102,1.0,0,0.5,0,11.625,6,1.375,0
2,1,14,0,2,2.0,104,0.0,0,0.6,0,51.0,1,0.5,0
6,14,29,11,2,0.828571429,309,1.0,2,0.333333333,0,49.33333333,5,1.6667,0
4,3,20,3,4,0.666666667,78,0.5,0,0.583333333,0,18.0,3,1.0,0
21,1,55,1,19,0.622222222,1188,1.0,0,0.253968254,0,55.14285714,6,1.8095,0
8,0,20,0,7,0.5,564,0.5,0,0.7857142859999999,0,69.25,3,1.25,0
11,2,15,1,11,1.1,230,0.0,0,0.333333333,9,19.81818182,3,0.9091,0
1,17,1,15,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
2,5,11,1,2,2.0,44,0.0,0,0.666666667,0,21.0,1,0.5,0
53,14,121,7,41,0.894917582,1074,0.8214285709999999,5,0.10946745599999999,0,18.73584906,11,1.7547,0
10,7,10,6,10,2.0,10,0.0,0,0.35,0,0.0,1,1.0,0
20,11,61,5,16,0.804511278,695,0.14285714300000002,2,0.270676692,0,33.4,22,3.75,0
5,1,24,1,5,0.75,133,1.0,0,0.4,5,24.6,3,1.2,0
40,11,111,0,35,0.8450390190000001,1771,1.0,0,0.35256410299999996,5,42.7,4,1.1,0
1,0,2,0,1,2.0,5,0.0,0,1.0,0,3.0,0,0.0,0
7,0,16,0,7,0.0,63,1.0,0,0.571428571,0,7.857142857,2,1.2857,0
8,9,11,6,7,0.7142857140000001,56,1.0,4,0.35714285700000004,0,5.5,2,0.75,0
11,2,19,0,9,0.7,205,0.75,0,0.375,0,16.90909091,4,1.0909,0
4,0,4,0,4,2.0,4,0.0,0,0.625,0,0.0,1,1.0,0
5,3,10,3,4,1.25,51,1.0,0,0.314285714,0,9.0,1,0.8,0
3,0,3,0,3,2.0,3,0.0,0,0.46666666700000003,0,0.0,1,1.0,0
1,0,2,0,1,2.0,5,0.0,0,1.0,0,3.0,0,0.0,0
8,0,37,0,7,1.071428571,273,1.0,0,0.904761905,0,31.625,2,1.0,0
25,19,41,17,25,0.986979167,206,0.5625,2,0.133333333,0,6.6,3,1.04,0
8,3,15,2,8,0.571428571,125,1.0,0,0.6875,0,14.25,6,1.5,0
15,15,55,1,12,0.8877551020000001,630,1.0,1,0.23214285699999998,0,40.53333333,1,0.8667,0
3,7,3,7,3,2.0,3,0.0,0,0.5555555560000001,0,0.0,1,1.0,0
11,9,20,8,10,0.72,166,1.0,1,0.4,0,13.63636364,4,1.1818,0
6,1,27,0,4,1.2,223,1.0,0,0.3,0,36.0,12,3.8333,0
21,7,44,3,12,0.545,317,0.8,0,0.30952381,3,13.61904762,4,1.5238,0
8,0,18,0,7,1.142857143,55,0.0,0,0.55,0,5.625,4,1.25,0
36,11,94,3,31,0.5619047620000001,970,1.0,1,0.310204082,0,25.77777778,1,0.9167,0
2,2,11,0,2,2.0,203,0.0,0,0.75,0,100.5,2,1.0,0
3,6,6,1,2,2.0,16,0.0,0,0.666666667,0,4.333333333,1,0.6667,0
10,0,20,0,10,0.444444444,68,1.0,2,0.242857143,0,5.6,2,1.0,0
37,8,68,7,36,0.912835249,1201,0.517241379,0,0.190972222,0,30.67567568,11,3.0,1
2,1,42,0,2,2.0,361,0.0,0,0.6,0,179.5,1,0.5,0
4,6,18,1,4,0.5,168,1.0,2,0.4375,0,40.5,11,3.25,0
9,1,15,1,2,2.0,493,0.0,0,0.5,0,53.77777778,1,0.8889,0
39,26,118,1,34,0.8684210529999999,1231,1.0,4,0.13765182199999998,5,30.28205128,14,2.7436,0
3,5,25,0,2,1.1,172,1.0,1,0.75,0,54.66666667,7,2.3333,0
5,5,10,2,5,2.0,38,0.0,0,0.55,0,6.6,1,0.8,0
3,7,22,1,3,0.5,128,1.0,0,0.7777777779999999,0,41.0,1,0.6667,0
80,28,231,8,74,0.931170886,2501,1.0,4,0.108499096,2,29.8625,5,1.325,4
14,29,14,26,14,2.0,14,0.0,0,0.214285714,0,0.0,1,1.0,0
2,5,6,1,2,2.0,16,0.0,0,0.5,0,7.0,1,0.5,0
34,11,94,3,28,0.7373737370000001,696,1.0,1,0.17099567100000002,15,19.38235294,6,1.3529,0
3,2,8,1,3,0.25,48,1.0,2,0.5555555560000001,0,14.33333333,3,1.3333,0
69,15,164,3,65,0.944497154,1513,1.0,2,0.120098039,0,20.47826087,7,1.7246,0
3,109,6,109,3,2.0,16,0.0,0,0.7777777779999999,0,4.333333333,0,0.0,0
11,3,15,1,11,0.683333333,193,1.0,1,0.327272727,0,16.0,3,1.3636,1
1,1,2,0,1,2.0,4,0.0,0,1.0,0,3.0,0,0.0,0
4,2,11,0,4,0.0,40,1.0,0,0.625,1,8.75,1,0.75,0
9,8,26,7,7,0.5,230,1.0,0,0.625,0,24.33333333,5,1.4444,0
3,0,3,0,3,2.0,3,0.0,0,1.0,0,0.0,1,1.0,0
9,12,66,0,7,0.7125,461,1.0,1,0.270833333,0,49.11111111,11,2.6667,0
5,34,5,32,5,1.25,14,0.0,0,0.7,0,0.0,1,1.0,0
52,25,71,22,50,0.692810458,1338,1.0,2,0.164335664,0,24.55769231,11,2.0577,1
18,21,18,19,18,1.058823529,20,0.0,0,0.518518519,0,0.0,1,1.0,0
10,0,46,0,8,0.7777777779999999,330,1.0,0,0.611111111,2,31.8,6,1.6,0
6,16,49,4,3,0.4,233,1.0,0,0.351851852,0,37.66666667,3,1.1667,1
3,2,7,2,3,0.0,24,1.0,0,0.666666667,2,6.666666667,1,0.6667,0
13,16,13,14,13,2.0,13,0.0,0,0.292307692,0,0.0,1,1.0,0
4,2,16,0,2,0.666666667,863,1.0,0,0.875,0,213.75,10,4.0,0
12,4,45,1,12,0.480519481,337,1.0,1,0.26666666699999997,8,26.5,4,1.3333,0
2,0,2,0,2,2.0,2,0.0,0,1.0,0,0.0,1,1.0,0
8,25,14,25,7,0.14285714300000002,113,1.0,0,0.380952381,0,13.0,1,0.75,0
2,3,10,0,2,2.0,38,0.0,0,0.75,1,18.0,1,0.5,0
9,2,10,0,9,2.0,12,0.0,0,0.37777777799999995,0,0.333333333,1,0.8889,0
3,6,17,1,3,2.0,68,0.0,0,0.666666667,0,21.66666667,1,0.6667,0
3,0,4,0,3,2.0,6,0.0,0,0.666666667,0,1.0,1,0.6667,0
2,2,5,1,2,2.0,10,0.0,0,1.0,0,4.0,1,0.5,0
2,0,4,0,2,2.0,10,0.0,0,0.75,0,4.0,1,0.5,0
20,4,52,1,19,0.511278195,774,1.0,0,0.305555556,4,37.35,4,0.7,0
35,4,87,1,31,0.544117647,373,0.5,1,0.343137255,0,9.485714286,1,0.9143,0
3,5,8,0,2,2.0,26,0.0,0,0.333333333,0,7.666666667,1,0.6667,0
38,7,85,5,36,0.067567568,540,1.0,2,0.254826255,0,13.15789474,3,1.7632,0
6,2,18,0,5,0.8,96,1.0,0,0.5555555560000001,1,14.66666667,1,0.8333,0
7,4,12,4,7,0.166666667,77,1.0,0,0.523809524,2,9.714285713999999,4,0.8571,0
6,9,18,8,4,0.8,1423,0.333333333,1,0.25,0,235.66666669999998,15,4.1667,0
2,5,5,4,2,0.0,69,0.0,5,1.0,0,29.0,1,0.5,0
26,7,66,1,23,0.544,923,1.0,1,0.217142857,0,34.30769231,6,2.3077,0
3,4,4,4,3,1.4375,23,0.0,2,0.5,0,4.0,2,1.0,0
24,17,67,9,22,0.826086957,626,0.736842105,5,0.208333333,2,24.29166667,3,1.0,1
4,10,17,2,2,0.833333333,85,0.5,1,0.333333333,0,19.25,1,0.5,0
2,2,4,1,2,0.0,21,1.0,0,0.666666667,0,9.0,1,0.5,0
29,9,67,3,2,0.55952381,960,1.0,3,0.210727969,0,31.79310345,2,1.0,0
7,6,15,2,7,0.5,67,1.0,1,0.428571429,0,8.428571429,1,0.8571,1
11,14,37,1,7,0.84,237,1.0,2,0.5,5,20.09090909,9,1.9091,0
3,4,8,1,3,2.0,40,0.0,0,0.666666667,1,12.33333333,1,0.6667,0
9,38,15,38,9,0.666666667,57,1.0,3,0.253968254,0,5.0,1,0.8889,1
34,11,113,1,25,0.8975966559999999,1577,1.0,2,0.19865319899999997,0,44.52941176,33,2.7647,0
2,2,11,0,2,2.0,265,0.0,0,0.75,0,131.5,3,1.5,0
3,5,6,5,3,1.142857143,40,0.0,0,0.583333333,1,10.0,3,1.3333,0
4,2,10,1,2,0.26666666699999997,83,0.0,2,0.5,0,18.5,3,1.5,0
21,5,75,0,15,0.838888889,720,1.0,1,0.26,0,32.85714286,7,1.4286,0
1,3,1,3,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
3,12,4,10,3,0.5,13,1.0,0,0.666666667,0,3.0,1,0.6667,0
16,4,22,4,16,0.847619048,131,1.0,0,0.71875,0,6.75,1,0.9375,0
2,2,10,0,2,2.0,273,0.0,0,0.75,0,135.5,2,1.0,0
11,0,46,0,8,0.55,401,1.0,1,0.424242424,2,35.27272727,5,1.7273,0
11,3,36,1,10,0.625,245,1.0,1,0.409090909,0,20.90909091,6,2.3636,0
16,13,34,13,16,0.628571429,412,0.857142857,0,0.375,0,24.3125,3,1.875,0
28,34,181,4,8,0.7734204790000001,2634,1.0,6,0.148148148,0,92.46428571,19,5.0714,1
7,1,8,0,7,2.0,10,0.0,0,0.35714285700000004,0,0.428571429,1,0.8571,0
62,11,143,1,43,0.929903901,1875,0.9655172409999999,0,0.233870968,6,28.77419355,15,1.5968,0
12,1,16,1,12,0.727272727,139,1.0,0,0.708333333,0,10.16666667,5,1.25,0
6,2,19,0,5,0.3,90,1.0,1,0.444444444,0,13.66666667,6,1.6667,0
2,4,6,1,2,2.0,33,0.0,0,0.666666667,1,15.5,1,0.5,0
5,12,6,11,5,0.5,45,1.0,1,0.5,0,7.4,1,0.6,0
2,0,3,0,2,2.0,5,0.0,0,0.75,0,1.5,1,0.5,0
6,4,18,1,4,0.5555555560000001,162,1.0,2,0.375,0,24.5,3,1.5,0
2,7,28,2,2,1.333333333,184,1.0,1,0.7,2,86.5,3,1.5,0
1,1,2,1,0,2.0,52,0.0,0,1.0,0,6.0,0,0.0,0
3,0,3,0,3,2.0,3,0.0,0,0.5555555560000001,0,0.0,1,1.0,0
2,3,6,1,2,0.0,22,1.0,1,0.666666667,0,9.5,1,0.5,0
46,25,133,17,43,1.006666667,2140,0.9,1,0.12857142900000001,0,45.30434783,13,3.4130000000000003,0
3,0,4,0,3,2.0,6,0.0,0,0.666666667,0,1.0,1,0.6667,0
8,0,12,0,8,0.904761905,81,1.0,2,0.34375,0,8.75,4,1.25,0
131,79,311,51,120,0.95625,2701,1.0,17,0.07346153799999999,0,19.251908399999998,22,2.2366,1
66,17,174,4,57,0.9225071229999999,1439,0.5555555560000001,2,0.1,1,20.39393939,7,1.2576,0
2,2,4,2,2,2.0,10,0.0,0,0.75,0,4.0,1,0.5,0
19,10,65,2,13,0.8833333329999999,558,1.0,1,0.322222222,5,27.84210526,15,2.5789,1
18,5,59,2,6,0.9358288770000001,499,0.545454545,0,0.22875817,0,26.11111111,15,1.8333,2
4,0,5,0,4,0.666666667,28,1.0,0,0.625,0,5.25,1,0.75,0
28,2,40,2,25,0.444444444,1019,0.666666667,0,0.31547619,0,34.85714286,7,1.3571,0
2,1,5,1,2,0.0,18,1.0,1,0.666666667,0,7.5,1,0.5,0
3,1,3,1,3,2.0,3,0.0,0,0.666666667,0,0.0,1,1.0,0
11,2,24,1,11,0.64,446,0.0,1,0.318181818,0,39.09090909,5,1.2727,0
47,20,177,3,39,0.894409938,1737,1.0,4,0.097101449,0,35.5106383,15,2.383,0
3,6,14,1,3,0.0,249,1.0,0,0.5555555560000001,1,81.66666667,1,0.3333,0
12,10,55,0,10,0.727272727,470,1.0,1,0.772727273,0,37.91666667,3,1.5833,0
11,16,11,15,11,2.0,11,0.0,0,0.484848485,0,0.0,1,1.0,0
9,3,78,0,6,0.625,844,1.0,0,0.55,10,92.44444444,19,4.1111,0
5,5,10,4,5,0.5,61,1.0,1,0.4,0,10.6,1,0.8,0
2,2,4,1,2,2.0,11,0.0,0,0.833333333,0,4.5,0,0.0,1
28,12,93,4,22,0.77582846,1410,0.42105263200000004,11,0.171717172,0,48.67857143,17,3.7143,1
3,0,3,0,3,2.0,3,0.0,0,1.0,0,0.0,1,1.0,0
7,1,7,1,6,1.142857143,34,0.0,0,1.0,0,2.857142857,1,0.8571,0
2,2,13,0,2,2.0,410,0.0,0,0.75,0,204.0,6,3.0,0
24,9,119,1,13,0.830039526,1158,1.0,3,0.178743961,0,46.79166667,11,1.4167,0
4,7,9,2,1,0.666666667,28,1.0,0,0.333333333,0,5.75,1,0.5,0
5,1,6,1,5,0.45,115,1.0,0,0.46666666700000003,0,21.0,2,1.0,0
2,1,15,0,2,2.0,60,0.0,0,0.6,0,29.0,1,0.5,0
3,13,35,1,1,2.0,194,0.0,0,0.41666666700000005,0,63.66666667,1,0.6667,1
24,18,68,13,19,0.8896321070000001,590,1.0,4,0.23671497600000002,0,23.04166667,13,1.9167,1
43,22,123,7,33,0.871794872,1262,1.0,2,0.164021164,6,28.04651163,9,2.1628,4
3,6,12,2,3,0.0,50,1.0,1,0.611111111,0,15.33333333,1,0.6667,0
3,2,8,2,3,1.5,47,0.0,0,0.833333333,0,14.0,3,1.0,0
3,0,4,0,3,0.5,20,1.0,0,0.666666667,0,5.0,1,0.6667,0
9,6,28,1,8,0.5,240,1.0,1,0.38888888899999996,0,25.44444444,5,1.5556,0
8,0,17,0,8,0.523809524,91,1.0,0,0.5625,0,10.0,3,1.5,0
24,36,157,2,19,0.66798419,1717,1.0,3,0.147157191,0,70.08333333,26,4.3333,0
9,8,27,6,6,0.25,198,1.0,1,0.41666666700000005,3,20.88888889,1,0.8889,0
2,2,4,1,1,1.878787879,305,0.0,0,1.0,0,102.0,0,0.0,0
3,3,31,0,3,2.0,208,0.0,0,0.5555555560000001,5,68.33333333,1,0.6667,0
1,5,1,4,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
6,1,25,0,5,2.0,101,0.0,0,0.41666666700000005,1,15.83333333,6,1.6667,0
2,3,14,0,2,2.0,245,0.0,0,0.75,0,121.5,4,2.0,0
3,5,8,2,3,2.0,44,0.0,0,0.666666667,0,13.66666667,1,0.6667,0
4,1,9,1,2,0.666666667,395,1.0,0,0.5,0,97.25,1,0.5,0
11,13,11,11,11,2.0,11,0.0,0,0.290909091,0,0.0,1,1.0,0
2,2,4,0,1,1.0,9,1.0,0,1.0,0,3.0,0,0.0,0
31,20,72,5,30,0.856862745,826,1.0,5,0.14,0,25.09677419,12,1.6774,0
12,2,41,1,9,0.87012987,354,0.571428571,0,0.375,0,27.91666667,4,1.75,0
12,9,18,2,12,0.727272727,60,1.0,1,0.226190476,0,3.916666667,1,0.9167,0
2,0,8,0,1,1.0,28,1.0,0,1.0,0,12.5,0,0.0,0
12,3,33,2,12,0.8383838379999999,241,1.0,4,0.28571428600000004,3,18.33333333,3,1.75,0
27,21,27,18,27,2.0,27,0.0,0,1.0,0,0.0,1,1.0,0
13,2,52,1,9,0.683333333,764,1.0,0,0.26388888899999996,0,57.38461538,18,3.8462,0
5,0,6,0,5,2.0,8,0.0,0,0.6,1,0.6,1,0.8,0
12,8,23,4,12,0.13636363599999998,543,1.0,2,0.398148148,0,44.08333333,6,2.75,0
3,3,5,3,2,0.5,128,1.0,0,0.75,0,41.33333333,3,1.0,0
4,2,13,0,4,0.0,58,1.0,0,0.625,1,13.25,1,0.75,0
33,79,44,76,29,0.9125,392,1.0,5,0.22265625,0,10.42424242,6,1.2121,2
4,3,8,1,4,0.333333333,38,1.0,0,0.583333333,0,8.25,2,1.0,0
18,9,34,0,18,0.8496732029999999,233,1.0,2,0.27777777800000003,0,11.44444444,1,0.9444,0
1,12,1,10,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
10,3,11,2,9,1.0,17,0.0,0,0.333333333,0,0.6,1,0.8,0
20,2,29,2,19,0.822368421,336,1.0,0,0.375,0,15.4,10,1.7,0
2,2,4,1,2,0.0,21,1.0,0,0.666666667,0,9.0,1,0.5,0
4,1,25,0,3,0.41666666700000005,174,0.0,1,0.5555555560000001,0,41.5,3,1.25,0
9,2,31,2,5,0.625,423,1.0,0,0.3125,0,45.77777778,13,2.6667,0
3,7,12,2,3,0.0,270,1.0,0,0.5555555560000001,1,88.66666667,1,0.3333,0
4,0,8,0,4,2.0,20,0.0,0,0.666666667,0,4.0,0,0.0,0
4,5,16,1,2,0.666666667,96,0.0,0,0.444444444,0,22.75,5,1.5,0
2,3,10,0,2,2.0,38,0.0,0,0.75,1,18.0,1,0.5,0
16,23,98,3,4,0.607017544,1347,1.0,10,0.342857143,0,82.0,16,3.125,2
22,25,158,3,12,0.8062397370000001,1864,1.0,11,0.134920635,0,82.40909091,20,3.0,0
2,5,5,1,2,2.0,24,0.0,0,0.666666667,0,11.0,1,0.5,0
2,2,4,2,2,2.0,11,0.0,0,1.0,0,4.5,0,0.0,0
25,0,25,0,25,1.041666667,29,0.0,0,0.41333333299999997,0,0.0,1,1.0,0
11,3,14,0,10,0.75,55,1.0,1,0.43181818200000005,0,3.8181818180000002,3,1.0909,0
3,0,5,0,3,0.5,18,1.0,1,0.5555555560000001,0,4.666666667,1,0.6667,0
15,6,59,1,8,0.46428571399999996,915,1.0,2,0.28571428600000004,0,59.6,20,2.3333,0
19,9,34,8,18,0.8240740740000001,523,1.0,1,0.39473684200000003,0,26.21052632,17,3.4211,0
41,3,42,1,41,1.025,113,0.0,0,0.209756098,0,0.073170732,1,0.9756,0
3,5,17,1,2,0.6,113,1.0,2,0.625,0,35.0,1,0.3333,0
1,0,2,0,1,2.0,5,0.0,0,1.0,0,3.0,0,0.0,0
2,3,12,1,2,2.0,55,0.0,0,0.6,0,26.5,4,2.0,0
5,16,32,5,2,0.666666667,172,1.0,2,0.342857143,0,32.2,2,1.0,0
10,1,15,1,6,0.8444444440000001,77,1.0,0,0.5,0,6.2,1,0.9,0
5,0,6,0,5,0.9642857140000001,39,0.571428571,0,0.4,0,5.4,1,0.8,0
1,0,1,0,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
6,13,7,13,5,0.8,24,1.0,0,0.333333333,0,2.666666667,1,0.8333,0
2,10,15,1,2,1.5,55,1.0,0,0.666666667,0,24.5,1,0.5,0
14,1,15,0,14,2.0,17,0.0,0,0.32857142899999997,0,0.214285714,1,0.9286,0
2,4,5,1,2,2.0,36,0.0,0,0.666666667,1,17.0,1,0.5,0
2,3,11,0,2,2.0,50,0.0,0,0.75,0,24.0,2,1.0,0
11,4,27,0,8,2.0,145,0.0,0,0.375,1,12.18181818,1,0.8182,0
2,15,2,15,2,2.0,2,0.0,0,0.75,0,0.0,1,1.0,0
5,5,19,0,3,0.625,396,1.0,0,0.4375,0,77.8,2,0.8,0
2,3,14,1,2,2.0,67,0.0,0,0.6,0,32.5,5,2.5,0
57,42,187,1,2,0.68877551,4114,1.0,6,0.224561404,0,70.92982456,22,1.7719,2
20,3,50,1,12,0.837320574,342,1.0,1,0.28070175399999997,0,15.55,4,1.2,0
15,0,15,0,15,2.0,15,0.0,0,0.333333333,0,0.0,1,1.0,0
2,1,14,0,2,2.0,104,0.0,0,0.6,0,51.0,1,0.5,0
61,28,162,14,32,0.854761905,1494,1.0,12,0.140625,1,23.14754098,8,1.8361,1
8,3,32,3,7,0.428571429,195,0.5,2,0.7142857140000001,0,23.125,2,0.875,0
56,65,77,61,53,0.7785123970000001,1397,0.9090909090000001,2,0.148809524,0,23.75,11,2.3214,0
9,0,37,0,8,0.75,211,1.0,0,0.65625,2,22.22222222,3,1.0,0
7,16,48,4,4,1.083333333,286,0.5,0,0.19642857100000002,0,39.57142857,1,0.8571,0
32,9,61,1,32,0.9653524490000001,887,0.962962963,3,0.197916667,0,25.875,3,1.0313,1
20,25,31,19,20,0.842105263,219,1.0,2,0.21666666699999998,1,9.75,4,1.3,0
5,11,37,6,3,0.5,183,0.0,0,0.41666666700000005,0,35.0,7,1.8,0
21,9,98,3,9,0.735714286,1367,1.0,3,0.275132275,0,63.76190476,54,4.2381,1
9,2,13,2,9,0.125,141,0.0,0,0.4,0,14.33333333,5,1.6667,0
8,7,15,2,7,0.880952381,171,1.0,4,0.39285714299999996,0,19.625,1,0.75,0
1,2,2,2,1,2.0,21,0.0,0,1.0,0,3.0,0,0.0,0
1,0,1,0,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
8,3,15,2,8,0.571428571,125,1.0,0,0.6875,0,14.25,6,1.5,0
37,1,63,1,33,0.46428571399999996,612,1.0,0,0.150462963,4,15.35135135,3,1.1351,0
7,1,11,1,6,0.5,39,1.0,0,0.571428571,0,4.285714286,1,0.8571,0
12,3,31,0,12,0.424242424,151,1.0,1,0.333333333,0,11.33333333,3,1.3333,0
14,5,47,0,4,0.8557692309999999,583,0.5,0,0.519230769,4,40.07142857,7,2.0,0
4,6,17,5,3,0.666666667,133,0.2,1,0.333333333,0,31.0,10,4.5,0
5,1,11,1,5,0.625,39,1.0,0,0.4,0,6.4,1,0.8,0
6,3,12,2,4,0.5,115,0.0,0,0.45833333299999995,2,17.5,1,0.8333,0
9,1,20,1,6,0.59375,214,0.5,1,0.270833333,0,22.33333333,5,1.7778,0
14,2,18,2,13,0.7820512820000001,152,1.0,1,0.47619047600000003,0,9.428571429,5,1.2143,0
8,4,28,2,3,0.7142857140000001,140,1.0,0,0.214285714,0,16.25,7,1.5,0
25,7,73,0,8,0.913690476,1372,0.571428571,0,0.381944444,4,53.32,8,2.6,0
9,0,13,0,9,0.625,38,1.0,1,0.5555555560000001,0,3.111111111,1,0.8889,0
23,1,27,1,22,0.97979798,3320,0.111111111,0,0.25,0,142.9565217,17,3.9130000000000003,0
49,10,113,1,47,0.8445512820000001,667,1.0,4,0.134469697,0,12.34693878,3,1.0408,0
14,8,47,3,9,1.0,530,1.0,0,0.21367521399999997,0,36.71428571,13,2.5,0
2,1,17,0,2,2.0,134,0.0,0,0.6,0,66.0,1,0.5,0
47,8,133,1,36,0.8830227740000001,1448,0.23809523800000001,2,0.154589372,0,29.36170213,10,1.9149,1
6,3,27,1,2,0.771428571,140,1.0,0,0.25,0,21.16666667,1,0.6667,0
2,3,3,1,2,2.0,9,0.0,0,0.666666667,0,3.5,1,0.5,0
1,1,7,1,1,2.0,17,0.0,0,1.0,0,16.0,0,0.0,0
15,31,15,30,15,2.0,15,0.0,0,0.25,0,0.0,1,1.0,0
6,0,7,0,6,2.0,9,0.0,0,0.333333333,0,0.5,1,0.8333,0
3,0,4,0,3,0.75,35,1.0,3,0.5,0,9.333333332999999,1,0.6667,0
7,2,19,0,4,1.027777778,1730,0.916666667,0,0.291666667,0,244.4285714,6,3.4286,0
29,0,29,0,29,2.0,29,0.0,0,0.43678160899999996,0,0.0,1,1.0,0
30,25,110,5,22,0.902298851,929,1.0,4,0.17586206899999998,1,29.36666667,10,1.7333,1
9,7,26,2,9,0.25,211,1.0,0,0.38888888899999996,3,22.22222222,2,1.0,0
17,0,17,0,17,2.0,17,0.0,0,0.382352941,0,0.0,1,1.0,0
2,2,3,2,1,1.911764706,93,0.0,0,1.0,0,28.5,0,0.0,0
8,2,16,0,8,0.571428571,107,1.0,0,0.6875,1,12.0,1,0.875,0
33,3,74,2,26,0.604166667,764,1.0,1,0.232323232,0,22.06060606,4,1.6667,0
8,5,38,4,8,0.514285714,401,1.0,0,0.541666667,0,48.5,12,3.5,0
12,6,78,4,7,0.363636364,663,1.0,0,0.35,10,54.08333333,12,3.0,2
2,4,14,1,2,2.0,81,0.0,0,0.6,0,39.5,1,0.5,0
8,0,9,0,7,0.7142857140000001,20,1.0,1,0.2,0,1.375,1,0.75,0
20,0,25,0,20,0.8980263159999999,229,0.75,4,0.25,0,9.65,2,1.0,0
6,1,11,1,5,2.0,31,0.0,0,0.4,0,4.166666667,1,0.8333,0
9,12,16,12,8,0.9375,48,1.0,1,0.26984127,0,4.1111111110000005,3,1.2222,0
2,2,5,0,2,2.0,11,0.0,0,0.75,0,4.5,1,0.5,0
8,8,26,3,4,0.428571429,134,1.0,1,0.171428571,0,15.5,4,1.375,0
2,0,4,0,2,2.0,10,0.0,0,0.75,0,4.0,1,0.5,0
6,0,7,0,6,2.0,9,0.0,0,0.333333333,0,0.5,1,0.8333,0
4,2,12,1,4,0.0,105,1.0,0,0.55,0,24.5,1,0.5,0
2,4,7,1,2,2.0,39,0.0,0,0.666666667,0,18.5,1,0.5,0
1,0,1,0,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
2,0,3,0,2,2.0,5,0.0,0,0.75,0,1.5,1,0.5,0
4,2,10,1,4,0.666666667,50,1.0,2,0.5,0,11.0,3,1.25,0
15,18,96,3,4,0.726190476,1603,1.0,4,0.248484848,1,105.46666670000002,23,3.9333,0
1,10,1,9,1,2.0,1,0.0,0,1.0,0,0.0,1,1.0,0
3,5,6,0,3,1.5,19,1.0,0,0.5,1,5.0,1,0.6667,0
10,1,11,1,8,1.072222222,55,0.35,0,0.20370370399999999,0,2.5,1,0.8,0
4,0,28,0,4,0.25,404,0.0,0,0.3125,3,99.0,6,2.75,0
67,6,82,4,67,0.956709957,373,1.0,1,0.20024875600000003,0,4.4626865669999995,2,0.9851,0
1,0,2,0,1,2.0,33,0.0,0,1.0,0,3.0,0,0.0,0
15,3,16,2,15,0.8067226890000001,385,0.41176470600000004,5,0.425,0,23.53333333,1,0.4667,0
