wmc,dit,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,mfa,cam,amc,max_cc,avg_cc,bug
5,7,2,10,10,0,2,1,1.083333333,35,0.933333333,1.0,5.4,1,0.6,0
5,4,13,30,4,2,12,4,0.916666667,182,0.896551724,0.666666667,34.8,1,0.6,2
2,6,17,21,1,0,17,1,1.0,189,0.977272727,1.0,92.0,1,0.5,0
4,5,5,8,6,0,5,1,2.0,17,0.9117647059999999,0.625,3.25,1,0.75,0
3,7,6,17,1,0,6,2,0.75,57,0.982142857,0.666666667,17.33333333,2,0.6667,2
5,3,15,48,8,6,9,3,0.833333333,163,0.8888888890000001,0.5,31.0,2,1.0,0
3,4,33,46,3,1,33,2,1.0,201,0.875,0.444444444,65.66666667,2,1.0,0
5,4,8,12,10,0,8,1,2.0,30,0.875,0.55,5.0,1,0.8,0
6,6,12,19,9,0,12,1,0.933333333,89,0.84,0.7333333329999999,13.33333333,1,0.6667,0
14,6,17,42,19,0,17,1,0.551282051,1697,0.779661017,0.35714285700000004,119.3571429,11,1.6429,7
4,5,37,50,4,2,35,3,1.0,241,0.9607843140000001,0.5555555560000001,58.5,1,0.5,0
2,3,25,26,1,0,25,2,1.0,121,0.857142857,0.625,59.0,1,0.5,0
3,6,15,27,3,0,15,2,1.0,197,0.9655172409999999,0.444444444,62.66666667,9,3.3333,1
2,3,11,14,1,0,11,2,2.0,40,0.857142857,0.625,19.0,1,0.5,0
6,8,7,15,15,0,7,1,1.066666667,60,0.916666667,0.4,8.5,1,0.6667,0
2,3,18,20,1,0,18,2,1.0,69,0.857142857,0.625,33.0,1,0.5,0
2,3,25,21,1,0,25,2,1.0,92,0.857142857,0.625,44.5,1,0.5,0
2,3,12,17,1,0,12,2,2.0,66,0.857142857,0.625,32.0,6,3.0,0
3,1,16,26,1,0,16,2,0.833333333,107,0.0,0.75,33.66666667,4,1.3333,0
4,5,12,37,4,1,11,3,1.0,120,0.9607843140000001,0.5555555560000001,28.25,1,0.5,0
3,4,18,26,3,0,18,1,1.111111111,425,0.951219512,0.666666667,137.66666669999998,1,0.6667,0
3,3,5,21,1,0,5,2,0.75,96,0.9722222220000001,0.6,30.33333333,4,1.3333,0
3,4,6,8,3,0,6,1,2.0,36,0.923076923,0.5555555560000001,11.0,1,0.6667,0
2,3,16,16,1,0,16,2,1.0,63,0.857142857,0.625,30.0,1,0.5,0
4,5,16,40,4,1,15,3,1.0,214,0.9607843140000001,0.5555555560000001,51.75,1,0.5,0
1,4,9,2,0,8,1,1,2.0,4,1.0,1.0,3.0,0,0.0,0
6,5,22,38,13,0,22,1,0.933333333,141,0.833333333,0.6,22.0,1,0.6667,0
2,4,33,32,1,0,33,2,1.0,175,0.933333333,0.6,85.5,1,0.5,0
7,6,13,30,15,0,13,1,0.7222222220000001,858,0.884615385,0.428571429,120.2857143,1,0.8571,1
5,4,14,24,8,0,14,1,0.9375,179,0.9069767440000001,0.533333333,34.0,1,0.8,1
30,1,66,80,395,41,25,23,0.969827586,1198,0.0,0.157088123,38.13333333,6,2.7,0
4,5,22,41,4,0,22,3,1.0,197,0.9607843140000001,0.5555555560000001,47.25,1,0.5,0
2,3,17,20,1,0,17,2,2.0,96,0.857142857,0.625,47.0,1,0.5,0
2,1,3,5,1,1,2,2,2.0,17,0.0,0.75,7.5,1,0.5,0
4,3,20,33,0,0,20,4,0.8,180,0.833333333,0.5,42.75,5,2.25,0
2,2,9,10,1,0,9,2,2.0,38,0.8,0.666666667,18.0,1,0.5,0
4,6,10,14,4,0,10,1,1.0,49,0.916666667,0.5555555560000001,10.5,1,0.5,0
3,3,9,16,1,0,9,2,0.75,63,0.9722222220000001,0.6,19.33333333,3,1.0,0
6,1,29,21,13,9,20,4,0.9,104,0.0,0.42222222200000004,16.0,1,0.6667,0
6,5,19,29,9,3,16,5,0.933333333,201,0.924528302,0.7333333329999999,32.0,1,0.6667,0
2,4,35,41,1,0,35,2,1.0,248,0.933333333,0.6,122.0,1,0.5,0
5,6,12,17,4,0,12,1,0.916666667,62,0.875,0.666666667,10.8,1,0.6,0
5,3,12,86,8,3,9,3,0.833333333,276,0.8888888890000001,0.5,53.6,2,1.0,0
51,1,127,188,1185,55,74,45,0.953333333,2461,0.0,0.14111111099999998,47.01960784,13,2.2745,0
2,1,1,7,0,1,0,0,0.0,68,0.0,1.0,30.0,1,0.5,2
2,3,9,14,1,0,9,2,2.0,59,0.857142857,0.625,28.5,4,2.0,0
9,1,41,72,34,3,38,7,0.9375,270,0.0,0.270833333,28.77777778,2,0.8889,0
9,1,16,44,34,1,15,8,0.9375,249,0.0,0.916666667,26.44444444,14,3.5556,1
6,6,17,24,3,0,17,1,0.8666666670000001,98,0.84,0.7333333329999999,14.83333333,1,0.6667,1
5,5,15,17,10,0,15,1,1.0,99,0.882352941,0.37142857100000004,18.2,3,1.4,0
2,3,8,12,1,0,8,2,2.0,43,0.857142857,0.625,20.5,1,0.5,0
6,4,17,100,13,2,15,3,1.0,643,0.8857142859999999,0.46666666700000003,105.66666670000001,1,0.6667,0
5,6,8,14,8,0,8,1,1.0,45,0.875,0.5,7.4,1,0.6,0
9,4,44,101,28,2,42,1,0.85,1980,0.578947368,0.45555555600000003,218.4444444,16,2.5556,0
3,3,8,14,1,0,8,2,0.75,46,0.947368421,0.666666667,13.66666667,2,0.6667,0
2,3,8,12,1,0,8,2,2.0,49,0.857142857,0.625,23.5,1,0.5,0
2,3,14,11,1,0,14,2,2.0,44,0.9,0.625,21.0,1,0.5,0
2,3,18,15,1,0,18,2,2.0,49,0.857142857,0.625,23.5,1,0.5,0
2,4,7,6,1,0,7,1,2.0,19,0.8888888890000001,0.625,8.5,1,0.5,0
4,6,15,18,4,0,15,1,1.0,66,0.913043478,0.5555555560000001,14.75,1,0.5,0
1,1,5,1,0,2,3,1,2.0,1,0.0,1.0,0.0,1,1.0,0
12,1,2,21,36,2,0,12,0.818181818,142,0.0,0.708333333,10.41666667,7,1.4167,0
4,6,8,13,4,0,8,1,1.0,42,0.916666667,0.5555555560000001,8.75,1,0.5,0
2,1,3,5,1,1,2,2,2.0,19,0.0,0.75,8.5,1,0.5,0
2,3,12,14,1,0,12,2,2.0,49,0.857142857,0.625,23.5,1,0.5,0
4,6,9,13,4,0,9,1,1.0,43,0.916666667,0.5555555560000001,9.0,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
4,4,18,30,4,0,18,3,1.0,130,0.931034483,0.5555555560000001,30.5,1,0.5,0
4,3,65,25,6,2,63,4,1.0,409,0.666666667,0.35,101.0,1,0.75,1
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
4,1,26,38,4,3,23,2,0.8888888890000001,222,0.0,0.333333333,53.75,9,2.5,0
2,4,36,46,1,0,36,2,1.0,451,0.933333333,0.6,223.0,1,0.5,0
2,3,25,25,1,0,25,2,2.0,114,0.857142857,0.625,56.0,1,0.5,0
2,3,10,10,1,0,10,2,2.0,44,0.857142857,0.625,21.0,1,0.5,0
2,3,20,40,1,0,20,2,2.0,188,0.857142857,0.625,93.0,1,0.5,0
7,1,24,7,21,20,4,7,2.0,7,0.0,0.571428571,0.0,1,1.0,0
5,6,9,14,8,0,9,1,1.0,46,0.875,0.5,7.6,1,0.6,0
4,5,12,24,4,1,11,3,1.0,107,0.9607843140000001,0.5555555560000001,25.0,1,0.5,0
1,8,1,2,0,0,1,1,2.0,5,1.0,1.0,3.0,0,0.0,0
2,3,8,12,1,0,8,2,2.0,44,0.857142857,0.625,21.0,1,0.5,0
2,1,3,5,1,1,2,2,2.0,19,0.0,0.75,8.5,1,0.5,0
5,6,29,45,8,0,29,1,1.0,296,0.88,0.5,57.4,1,0.6,1
2,3,18,22,1,0,18,2,1.0,119,0.857142857,0.625,58.0,1,0.5,0
5,5,24,25,10,0,24,1,1.0,123,0.8857142859999999,0.7,23.0,7,2.0,0
3,7,5,6,3,0,5,1,1.5,16,0.939393939,0.666666667,4.0,1,0.6667,0
5,6,9,14,8,0,9,1,1.0,46,0.875,0.5,7.6,1,0.6,0
2,3,16,18,1,0,16,2,2.0,68,0.857142857,0.625,33.0,1,0.5,0
5,7,12,19,8,0,12,1,1.0,69,0.884615385,0.5,12.2,1,0.6,0
3,2,41,68,1,0,41,1,0.833333333,584,0.933333333,0.625,192.66666669999998,23,7.6667,2
2,3,19,22,1,0,19,2,1.0,106,0.857142857,0.625,51.5,1,0.5,0
2,3,3,4,1,0,3,1,2.0,8,0.833333333,1.0,3.0,1,0.5,0
2,3,12,11,1,0,12,2,2.0,39,0.857142857,0.625,18.5,1,0.5,1
2,1,4,10,1,1,3,2,1.0,61,0.0,0.75,29.0,4,2.0,0
3,6,15,27,3,0,15,2,1.0,197,0.9649122809999999,0.444444444,62.66666667,9,3.3333,1
5,3,17,29,10,0,17,2,1.125,175,0.851851852,0.56,33.6,2,1.0,0
6,4,16,23,15,0,16,1,1.0,124,0.848484848,0.38888888899999996,19.5,3,1.3333,0
7,3,11,25,17,2,9,5,0.8888888890000001,100,0.8275862070000001,0.38888888899999996,12.85714286,2,0.8571,0
2,3,10,13,1,0,10,2,2.0,51,0.857142857,0.625,24.5,1,0.5,0
2,3,15,21,1,0,15,2,2.0,82,0.857142857,0.625,39.5,1,0.5,0
0,1,1,0,0,1,0,0,2.0,12,0.0,0.0,0.0,0,0.0,0
10,1,41,111,43,5,36,8,0.962962963,1260,0.0,0.166666667,124.7,29,3.6,3
2,3,31,52,1,3,29,2,1.0,342,0.857142857,0.6,168.5,1,0.5,0
4,4,12,25,4,0,12,3,1.0,96,0.931034483,0.5555555560000001,22.25,1,0.5,0
4,2,45,15,6,31,14,3,1.0,63,0.666666667,0.666666667,14.25,1,0.5,0
6,8,7,15,15,0,7,1,1.066666667,60,0.916666667,0.4,8.5,1,0.6667,0
2,5,19,4,1,15,4,2,2.0,9,0.9523809520000001,0.666666667,3.5,1,0.5,0
2,3,14,24,1,0,14,2,2.0,107,0.857142857,0.625,52.0,11,5.5,0
3,7,6,17,1,0,6,2,0.75,57,0.982142857,0.666666667,17.33333333,2,0.6667,2
2,3,16,19,1,0,16,2,1.0,72,0.857142857,0.625,34.5,1,0.5,0
2,4,1,3,1,0,1,1,2.0,7,0.967741935,1.0,2.5,1,0.5,0
2,3,19,24,1,0,19,2,1.0,120,0.857142857,0.625,58.5,1,0.5,0
6,4,32,127,13,1,31,3,1.0,943,0.870967742,0.4,155.5,19,4.0,2
6,5,20,22,15,0,20,1,1.0,111,0.857142857,0.404761905,17.16666667,4,1.6667,0
2,3,12,13,1,0,12,2,2.0,48,0.857142857,0.625,23.0,1,0.5,0
7,1,39,66,19,1,38,5,0.8888888890000001,475,0.0,0.261904762,66.42857143,6,1.4286,0
13,1,3,14,42,3,0,13,0.833333333,82,0.0,0.538461538,4.846153846,1,0.9231,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
2,3,24,11,1,0,24,2,1.0,105,0.857142857,0.625,51.0,1,0.5,0
2,3,19,22,1,0,19,2,1.0,96,0.857142857,0.625,46.5,1,0.5,0
4,5,18,33,4,1,17,3,1.0,109,0.9607843140000001,0.5555555560000001,25.5,1,0.5,0
2,4,5,4,1,0,5,2,2.0,13,0.875,0.625,5.5,1,0.5,0
2,3,5,5,1,0,5,2,2.0,24,0.9722222220000001,0.6,11.0,1,0.5,0
2,3,26,23,1,0,26,2,2.0,123,0.857142857,0.625,60.5,1,0.5,0
7,1,17,70,21,2,15,3,1.104166667,329,0.0,0.321428571,44.85714286,2,1.1429,0
2,3,13,13,1,0,13,2,2.0,49,0.857142857,0.625,23.5,1,0.5,0
2,3,10,13,1,0,10,2,2.0,47,0.857142857,0.625,22.5,1,0.5,0
2,3,13,14,1,0,13,2,2.0,57,0.857142857,0.625,27.5,1,0.5,0
2,3,16,17,1,0,16,2,1.0,89,0.857142857,0.625,43.0,1,0.5,0
4,1,12,24,4,1,11,2,0.833333333,97,0.0,0.444444444,22.75,1,0.5,0
2,3,17,19,1,0,17,2,1.0,115,0.857142857,0.625,55.0,1,0.5,0
4,5,4,7,6,0,4,1,2.0,16,0.9117647059999999,0.625,3.0,1,0.75,0
2,3,10,9,1,0,10,2,2.0,71,0.857142857,0.625,34.5,1,0.5,0
5,6,22,36,8,0,22,3,0.9722222220000001,530,0.933333333,0.5,103.2,3,1.4,0
4,4,21,35,6,0,21,1,1.0,396,0.9285714290000001,0.5,96.0,4,1.5,1
2,3,17,17,1,0,17,2,1.0,85,0.857142857,0.625,41.0,1,0.5,0
6,5,21,35,13,3,18,4,1.0,133,0.924528302,0.55,20.66666667,1,0.6667,1
3,3,15,15,1,0,15,2,0.75,57,0.875,0.666666667,17.33333333,1,0.3333,0
2,3,28,29,1,0,28,2,2.0,120,0.857142857,0.625,59.0,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.916666667,0.5555555560000001,8.75,1,0.5,0
5,6,11,17,4,0,11,1,0.916666667,72,0.88,0.666666667,12.8,1,0.6,0
1,6,1,2,0,0,1,1,2.0,8,1.0,1.0,7.0,0,0.0,0
4,6,8,13,4,0,8,1,1.0,47,0.916666667,0.5555555560000001,10.0,1,0.5,0
5,7,14,29,4,1,13,4,0.916666667,193,0.9577464790000001,0.666666667,37.0,1,0.6,2
6,5,7,12,15,0,7,1,1.0,47,0.857142857,0.404761905,6.666666667,2,1.0,0
2,3,15,24,1,0,15,2,1.0,136,0.857142857,0.625,66.0,11,5.5,0
5,5,19,22,10,0,19,1,1.0,76,0.8857142859999999,0.7,14.0,4,1.4,0
3,1,21,20,1,3,18,1,0.875,99,0.0,0.5,30.66666667,1,0.3333,0
2,3,10,9,1,0,10,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
3,3,10,27,1,0,10,2,0.75,163,0.9722222220000001,0.6,52.66666667,10,3.3333,0
5,6,8,14,8,0,8,1,1.0,45,0.875,0.5,7.4,1,0.6,0
5,6,9,14,8,0,9,1,1.0,46,0.875,0.5,7.6,1,0.6,0
2,3,13,25,1,0,13,2,2.0,95,0.857142857,0.625,46.5,1,0.5,0
2,4,30,29,1,0,30,2,1.0,207,0.933333333,0.6,101.0,1,0.5,0
2,3,16,19,1,0,16,2,2.0,90,0.857142857,0.625,44.0,1,0.5,0
2,4,25,22,1,0,25,2,1.0,153,0.933333333,0.6,74.0,1,0.5,0
2,4,27,25,1,0,27,2,1.0,153,0.933333333,0.6,74.5,1,0.5,0
4,1,33,43,4,1,32,1,1.0,269,0.0,0.41666666700000005,65.5,1,0.5,2
5,6,19,22,4,0,19,1,0.916666667,76,0.875,0.666666667,13.6,1,0.6,1
2,3,12,17,1,0,12,2,2.0,66,0.857142857,0.625,32.0,6,3.0,0
24,3,21,73,254,3,18,9,0.9347826090000001,481,0.52173913,0.19565217399999998,18.875,8,2.0833,0
2,4,24,20,1,0,24,2,2.0,118,0.933333333,0.6,57.0,1,0.5,0
3,3,8,14,1,0,8,2,0.75,46,0.947368421,0.666666667,13.66666667,2,0.6667,0
0,1,98,0,0,98,0,0,2.0,549,0.0,0.0,0.0,0,0.0,8
2,1,2,6,1,0,2,2,2.0,28,0.0,0.75,13.0,2,1.0,0
2,3,15,23,1,0,15,2,1.0,181,0.857142857,0.625,89.0,1,0.5,2
2,3,14,38,1,0,14,2,2.0,117,0.857142857,0.625,57.5,1,0.5,0
7,3,32,53,19,1,31,2,0.833333333,257,0.545454545,0.3125,35.57142857,2,0.8571,4
3,1,1,4,3,0,1,3,2.0,10,0.0,1.0,2.333333333,1,0.6667,0
7,3,25,45,15,1,24,5,0.814814815,292,0.8,0.4,39.42857143,6,2.1429,0
2,3,10,18,1,0,10,2,2.0,65,0.857142857,0.625,31.5,1,0.5,0
2,3,49,51,1,0,49,2,1.0,260,0.857142857,0.625,127.5,1,0.5,0
3,1,6,12,1,0,6,1,0.75,42,0.0,0.5,12.33333333,2,0.6667,0
13,4,39,145,66,2,37,5,0.944444444,1456,0.7105263159999999,0.472222222,110.7692308,3,1.0,9
3,3,14,14,1,0,14,2,0.75,53,0.875,0.666666667,16.0,1,0.3333,0
2,3,24,35,1,0,24,2,1.0,190,0.857142857,0.625,92.0,7,3.5,0
2,3,9,7,1,0,9,2,2.0,22,0.833333333,0.666666667,10.0,1,0.5,0
2,3,15,13,1,0,15,2,1.0,46,0.857142857,0.625,21.5,1,0.5,0
55,1,157,149,1447,97,61,38,0.9475308640000001,2059,0.0,0.162037037,36.32727273,6,1.4364,0
2,3,10,13,1,0,10,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
3,5,5,8,3,3,2,2,1.166666667,29,0.9714285709999999,1.0,7.666666667,1,0.3333,0
5,5,39,7,0,35,4,5,0.5,44,0.97979798,0.6,7.4,1,0.8,0
1,1,4,1,0,2,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,5,8,14,6,2,6,2,1.0,45,0.9090909090000001,0.7777777779999999,9.75,1,0.5,0
4,6,10,15,4,0,10,1,1.0,55,0.913043478,0.5555555560000001,12.0,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
5,6,12,18,4,0,12,1,0.916666667,67,0.875,0.666666667,11.8,1,0.6,0
2,4,20,16,1,0,20,2,2.0,62,0.916666667,0.6,30.0,1,0.5,0
3,3,19,10,3,5,14,3,2.0,42,0.818181818,0.666666667,13.0,1,0.6667,0
5,6,8,14,8,0,8,1,1.0,50,0.875,0.5,8.4,1,0.6,0
5,4,20,45,6,0,20,2,0.854166667,472,0.9285714290000001,0.4375,91.0,12,3.0,2
2,3,15,21,1,0,15,2,1.0,117,0.857142857,0.625,57.0,1,0.5,0
2,3,13,11,1,0,13,2,1.0,41,0.857142857,0.625,19.0,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.916666667,0.5555555560000001,8.75,1,0.5,0
2,1,14,2,1,12,2,2,2.0,2,0.0,0.833333333,0.0,1,1.0,0
4,6,19,46,0,0,19,2,0.944444444,558,0.966101695,0.444444444,135.5,24,6.5,1
2,3,26,35,1,0,26,2,2.0,139,0.857142857,0.625,68.5,1,0.5,0
5,4,10,13,10,0,10,1,2.0,43,0.875,0.55,7.6,3,1.2,0
8,1,23,27,14,10,13,6,0.80952381,152,0.0,0.5,17.625,2,1.25,0
2,4,31,28,1,0,31,2,2.0,104,0.933333333,0.6,51.0,1,0.5,0
5,2,42,122,4,0,42,3,0.791666667,647,0.916666667,0.375,127.2,7,3.2,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
4,6,9,13,4,0,9,1,1.0,43,0.916666667,0.5555555560000001,9.0,1,0.5,0
2,4,21,16,1,0,21,2,1.0,103,0.933333333,0.6,49.0,1,0.5,1
5,6,19,28,8,0,19,1,1.0,191,0.88,0.5,36.4,1,0.6,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
3,3,17,26,1,0,17,2,1.0,247,0.857142857,0.625,79.0,1,0.3333,0
2,3,9,16,1,0,9,2,2.0,63,0.857142857,0.625,30.5,1,0.5,0
2,3,24,30,1,0,24,2,1.0,160,0.857142857,0.625,78.5,1,0.5,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
3,3,8,14,1,0,8,2,0.75,46,0.947368421,0.666666667,13.66666667,2,0.6667,0
2,3,13,14,1,0,13,2,2.0,68,0.857142857,0.625,32.5,1,0.5,0
4,5,11,22,4,0,11,3,1.0,83,0.9607843140000001,0.5555555560000001,19.0,1,0.5,0
3,5,23,34,1,0,23,1,0.9090909090000001,622,0.9523809520000001,0.666666667,202.66666669999998,1,0.6667,2
3,1,17,25,1,1,16,1,1.0,148,0.0,0.5,47.33333333,1,0.3333,3
2,3,15,24,1,0,15,2,1.0,96,0.857142857,0.625,46.5,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
2,3,12,20,1,0,12,2,2.0,81,0.857142857,0.666666667,39.5,7,3.5,0
4,2,35,93,2,0,35,2,0.904761905,710,0.875,0.833333333,174.75,24,6.25,5
2,4,17,18,1,0,17,2,2.0,63,0.933333333,0.6,30.5,1,0.5,0
3,2,7,14,3,0,7,2,0.5,57,0.875,0.5555555560000001,17.66666667,3,1.3333,0
2,3,13,14,1,0,13,2,2.0,55,0.857142857,0.625,26.5,1,0.5,0
2,3,13,15,1,0,13,2,1.0,87,0.857142857,0.625,42.0,1,0.5,0
4,4,5,11,0,0,5,1,0.5,66,0.8888888890000001,0.5,15.0,1,0.75,0
2,3,16,20,1,0,16,2,1.0,79,0.857142857,0.625,38.0,1,0.5,0
5,4,8,12,10,0,8,1,2.0,28,0.875,0.55,4.6,1,0.8,0
5,3,15,82,8,6,9,3,0.833333333,264,0.8888888890000001,0.5,51.2,2,1.0,0
4,5,12,26,4,0,12,3,1.0,126,0.9607843140000001,0.5555555560000001,29.75,1,0.5,0
4,5,12,16,6,0,12,1,2.0,61,0.9117647059999999,0.625,14.25,1,0.75,0
14,1,361,56,85,331,30,12,0.923076923,380,0.0,0.328671329,26.0,6,1.2143,0
5,6,15,20,4,0,15,1,0.916666667,68,0.875,0.666666667,12.0,1,0.6,2
2,5,16,26,1,0,16,1,1.166666667,388,0.975609756,1.0,190.0,1,0.5,0
2,3,10,14,1,0,10,2,2.0,55,0.857142857,0.625,26.5,1,0.5,0
6,4,8,13,15,0,8,1,2.0,31,0.852941176,0.625,4.166666667,1,0.8333,0
2,3,12,13,1,0,12,2,2.0,45,0.857142857,0.625,21.5,1,0.5,0
5,7,11,18,8,0,11,1,1.0,70,0.892857143,0.666666667,12.4,1,0.6,0
2,3,10,10,1,0,10,2,2.0,49,0.857142857,0.625,23.5,1,0.5,0
6,6,15,22,3,0,15,1,0.8666666670000001,83,0.84,0.7333333329999999,12.33333333,1,0.6667,1
3,1,9,19,3,1,8,2,2.0,189,0.0,0.5,62.0,7,4.6667,0
2,1,3,5,1,1,2,2,2.0,17,0.0,0.75,7.5,1,0.5,0
2,3,11,14,1,0,11,2,2.0,51,0.857142857,0.625,24.5,1,0.5,0
5,5,14,17,10,0,14,1,1.0,82,0.882352941,0.37142857100000004,15.0,3,1.2,0
5,6,14,17,8,0,14,1,1.0,52,0.88,0.5,8.8,1,0.6,0
7,6,15,24,9,0,15,1,0.8888888890000001,99,0.814814815,0.666666667,12.71428571,1,0.7143,0
2,4,31,39,1,0,31,2,1.0,309,0.933333333,0.6,151.5,1,0.5,1
2,4,12,12,1,0,12,2,2.0,44,0.933333333,0.6,21.0,1,0.5,0
5,4,11,15,10,0,11,1,2.0,49,0.875,0.55,8.8,4,1.4,0
3,7,5,6,3,0,5,1,2.0,15,0.939393939,0.666666667,4.0,1,0.6667,0
8,1,22,43,22,5,17,5,0.942857143,263,0.0,0.257142857,31.25,6,2.5,1
23,1,73,91,151,26,47,20,0.810606061,836,0.0,0.17878787899999998,35.08695652,6,2.8696,1
16,5,35,85,114,5,31,4,0.977777778,623,0.7777777779999999,0.477777778,37.75,6,1.4375,1
16,1,2,22,82,2,0,16,0.876190476,162,0.0,0.47916666700000005,8.6875,7,1.3125,0
5,4,13,15,10,0,13,1,2.0,44,0.875,0.55,7.8,3,1.2,0
2,3,22,20,1,0,22,2,1.0,78,0.857142857,0.625,37.5,1,0.5,0
1,2,2,2,0,1,1,1,2.0,4,1.0,1.0,3.0,0,0.0,0
6,1,6,6,15,4,2,6,2.0,6,0.0,0.611111111,0.0,1,1.0,0
2,3,22,27,1,0,22,2,1.0,123,0.857142857,0.625,59.5,1,0.5,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
3,5,15,18,3,5,10,1,1.0,55,0.981132075,0.5,17.0,2,0.6667,0
6,4,13,15,15,0,13,1,2.0,45,0.848484848,0.5,6.5,3,1.1667,0
7,1,51,17,19,45,6,5,0.944444444,82,0.0,0.41666666700000005,10.28571429,3,1.1429,0
4,6,9,13,4,0,9,1,1.0,43,0.913043478,0.5555555560000001,9.0,1,0.5,0
2,4,27,22,1,0,27,2,2.0,88,0.933333333,0.6,43.0,1,0.5,0
9,6,22,55,28,0,22,5,0.8214285709999999,278,0.8852459020000001,0.35416666700000005,29.11111111,3,1.2222,1
2,3,18,21,1,0,18,2,1.0,87,0.857142857,0.625,42.0,1,0.5,0
2,3,16,22,1,0,16,2,2.0,136,0.857142857,0.625,67.0,1,0.5,0
2,3,25,38,1,0,25,2,2.0,161,0.857142857,0.625,79.5,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
3,2,9,31,3,2,7,2,1.0,491,0.7777777779999999,0.41666666700000005,162.0,18,10.3333,0
7,5,18,38,19,3,15,2,0.9523809520000001,230,0.9272727270000001,0.3125,30.85714286,7,1.7143,0
4,6,9,13,4,0,9,1,1.0,43,0.913043478,0.5555555560000001,9.0,1,0.5,0
6,2,39,83,9,0,39,2,0.78,419,0.736842105,0.5,67.16666667,5,2.0,1
4,5,15,21,4,0,15,3,1.0,81,0.9607843140000001,0.5555555560000001,18.5,1,0.5,0
2,3,18,23,1,0,18,2,1.0,91,0.857142857,0.625,44.0,1,0.5,0
5,4,9,12,10,0,9,1,2.0,38,0.875,0.55,6.6,1,0.8,0
3,3,23,24,3,0,23,2,1.0,99,0.75,0.583333333,31.66666667,4,1.6667,0
2,3,16,18,1,0,16,2,1.0,71,0.857142857,0.625,34.0,1,0.5,0
2,3,9,8,1,0,9,2,2.0,34,0.857142857,0.625,16.0,1,0.5,0
0,1,59,0,0,59,0,0,2.0,54,0.0,0.0,0.0,0,0.0,2
2,3,12,9,1,0,12,2,2.0,37,0.857142857,0.625,17.5,3,1.5,0
2,4,31,34,1,0,31,2,1.0,157,0.933333333,0.6,77.0,1,0.5,0
4,6,8,13,4,0,8,1,1.0,42,0.913043478,0.5555555560000001,8.75,1,0.5,0
2,3,8,10,1,0,8,2,2.0,37,0.857142857,0.625,17.5,1,0.5,0
74,1,81,265,2669,9,72,72,0.983561644,3312,0.0,0.060958904,43.68918919,7,1.7568,0
3,3,7,20,1,0,7,2,0.75,70,0.857142857,0.666666667,21.66666667,4,1.3333,0
9,5,23,31,34,9,14,2,0.916666667,117,0.894736842,0.265625,11.66666667,2,0.8889,0
4,5,15,36,4,2,13,2,0.833333333,228,0.9607843140000001,0.5555555560000001,55.5,1,0.5,0
3,6,12,19,3,0,12,1,1.0,213,0.958333333,0.666666667,68.33333333,1,0.6667,0
2,3,11,14,1,0,11,2,2.0,50,0.857142857,0.625,24.0,1,0.5,0
2,3,13,14,1,0,13,2,2.0,55,0.857142857,0.625,26.5,1,0.5,0
4,5,4,7,6,0,4,1,2.0,16,0.9117647059999999,0.625,3.0,1,0.75,0
3,5,21,32,1,0,21,1,0.9090909090000001,536,0.9523809520000001,0.666666667,174.0,1,0.6667,2
4,6,9,13,4,0,9,1,1.0,43,0.913043478,0.5555555560000001,9.0,1,0.5,0
2,3,7,13,1,0,7,2,2.0,51,0.857142857,0.625,24.5,4,2.0,0
5,5,13,14,10,0,13,1,2.0,60,0.8857142859999999,0.7,11.0,8,2.2,0
3,4,4,5,3,0,4,1,2.0,20,0.923076923,0.5555555560000001,5.666666667,1,0.6667,0
2,3,15,16,1,0,15,2,2.0,58,0.857142857,0.625,28.0,1,0.5,0
2,3,7,5,1,0,7,2,2.0,10,0.857142857,0.625,4.0,1,0.5,0
5,4,5,10,10,0,5,1,2.0,27,0.875,0.55,4.4,2,1.0,0
3,5,23,34,1,0,23,1,0.9090909090000001,612,0.9523809520000001,0.666666667,199.33333330000002,1,0.6667,2
