wmc,cbo,rfc,ca,ce,npm,lcom3,loc,dam,moa,cam,cbm,max_cc,avg_cc,bug
4,4,9,1,3,0,0.444444444,80,1.0,0,0.35714285700000004,2,5,1.75,0
11,11,64,2,10,4,0.814285714,397,1.0,0,0.363636364,0,4,1.3636,0
118,13,180,12,1,27,0.921125975,5189,0.7173913040000001,1,0.138067061,0,9,1.5678,0
26,53,81,45,16,19,0.8966666670000001,413,0.833333333,3,0.108571429,0,8,1.6538,0
9,2,17,1,1,6,0.6785714290000001,234,1.0,0,1.0,0,5,2.8889,0
13,16,40,12,7,3,0.869047619,583,0.0,2,0.21875,0,32,3.9231,0
35,21,77,11,13,20,0.876470588,652,0.9,1,0.125490196,0,5,1.5714,0
5,5,12,2,3,0,0.375,127,1.0,0,0.3,2,4,1.6,0
23,6,57,2,5,7,0.9359925790000001,1260,0.30612244899999996,10,0.222727273,0,12,3.0435,0
2,10,12,1,9,1,1.0,67,0.0,0,0.625,1,1,0.5,0
6,10,26,1,9,4,0.8,177,1.0,1,0.5,2,7,1.3333,0
1,1,2,1,0,0,2.0,6,0.0,0,1.0,0,0,0.0,0
18,14,80,6,10,18,1.058823529,591,0.0,0,0.409722222,3,8,2.7778,2
3,11,21,1,11,1,2.0,117,0.0,0,0.5555555560000001,0,15,5.6667,0
19,62,30,57,8,18,0.904761905,242,0.428571429,5,0.268518519,0,6,1.5789,0
7,0,48,0,0,3,2.0,334,0.0,0,0.257142857,0,3,1.2857,0
3,9,16,2,7,2,0.5,146,0.5,2,0.75,0,10,3.3333,0
7,8,28,2,6,0,0.0,246,1.0,0,0.404761905,0,3,2.2857,0
3,8,22,1,8,3,2.0,101,0.0,0,0.666666667,0,5,2.0,0
2,2,2,2,1,2,2.0,2,0.0,0,0.75,0,1,1.0,0
12,15,38,10,8,1,0.666666667,235,1.0,0,0.202380952,0,8,2.0833,1
3,10,9,5,5,3,0.0,44,0.0,0,0.6,1,2,0.6667,0
2,7,7,1,6,1,2.0,32,0.0,0,0.625,1,1,0.5,0
2,10,10,1,9,2,2.0,41,0.0,0,0.625,1,1,0.5,0
2,6,4,4,2,2,1.0,11,1.0,1,0.666666667,0,1,0.5,1
5,5,13,3,3,4,0.875,52,0.25,0,0.5,1,1,0.6,0
2,9,7,1,8,2,2.0,24,0.0,0,0.625,1,1,0.5,0
18,32,51,31,1,16,0.955882353,491,0.916666667,0,0.058823529000000006,0,8,2.4444,1
5,12,35,1,11,1,0.625,221,0.0,0,0.4,1,1,0.8,0
4,2,21,0,2,2,0.5555555560000001,242,1.0,0,1.0,4,6,2.0,0
23,20,93,9,17,10,0.857575758,700,0.8,3,0.21739130399999998,0,8,2.0869999999999997,1
3,4,8,1,3,0,0.5,77,1.0,0,0.444444444,2,5,2.0,0
5,11,35,4,8,0,0.8,210,0.0,0,0.46666666700000003,0,5,1.8,0
10,16,25,11,6,10,0.5,135,0.0,0,0.32857142899999997,2,2,1.1,0
11,5,28,1,5,7,0.811111111,240,1.0,1,0.333333333,3,10,2.4545,0
4,10,8,4,6,2,0.666666667,37,0.0,0,0.5,0,2,1.0,0
