wmc,cbo,rfc,lcom,ce,lcom3,loc,dam,moa,cam,ic,cbm,amc,max_cc,bug
3,2,6,3,2,2.0,17,0.0,0,0.5,0,0,4.666666667,1,0
16,0,16,120,0,2.0,16,0.0,0,0.375,0,0,0.0,1,0
3,9,3,3,0,2.0,3,0.0,0,0.666666667,0,0,0.0,1,0
8,2,8,28,1,2.0,8,0.0,0,0.75,0,0,0.0,1,0
18,3,25,153,3,0.9411764709999999,102,1.0,1,0.481481481,0,0,4.6111111110000005,2,0
11,39,20,55,4,2.0,93,0.0,0,0.436363636,2,3,7.454545455,3,0
2,2,2,1,1,2.0,2,0.0,0,0.75,0,0,0.0,1,0
12,9,38,52,6,0.690909091,959,1.0,3,0.194444444,0,0,77.66666667,1,0
5,2,8,10,2,2.0,28,0.0,0,0.6,0,0,4.6,1,0
2,2,2,1,1,2.0,2,0.0,0,0.75,0,0,0.0,1,0
19,3,24,171,3,2.0,107,0.0,0,0.39473684200000003,1,6,4.6315789469999995,1,0
4,1,5,0,0,0.0,28,1.0,0,0.625,0,0,5.75,2,0
1,0,1,0,0,2.0,1,0.0,0,1.0,0,0,0.0,1,0
2,4,10,1,3,2.0,76,0.0,0,0.625,2,2,37.0,11,0
9,0,15,28,0,0.375,106,1.0,0,0.46666666700000003,0,0,10.33333333,1,0
3,0,4,1,0,0.5,247,0.0,0,1.0,0,0,81.0,1,0
7,3,10,21,3,2.0,39,0.0,0,0.571428571,1,6,4.571428571,1,0
2,0,2,1,0,2.0,2,0.0,0,0.75,0,0,0.0,1,0
4,0,4,6,0,2.0,4,0.0,0,0.75,0,0,0.0,1,0
8,2,17,8,1,0.666666667,112,1.0,1,0.375,1,1,12.625,1,3
13,0,13,78,0,2.0,13,0.0,0,0.46153846200000004,0,0,0.0,1,0
12,0,39,52,0,0.8787878790000001,275,0.833333333,0,0.454545455,0,0,21.41666667,10,0
2,4,3,0,0,0.0,13,0.0,0,0.666666667,0,0,5.0,1,0
1,0,1,0,0,2.0,1,0.0,0,1.0,0,0,0.0,1,0
18,7,58,141,6,0.845588235,1924,1.0,2,0.189814815,0,0,105.0,4,0
5,10,14,0,1,1.17,206,0.08,0,0.5,0,0,35.2,9,0
42,3,66,375,1,0.780487805,2006,1.0,0,0.22648083600000002,0,0,46.47619048,33,4
6,0,6,15,0,2.0,6,0.0,0,0.375,0,0,0.0,1,0
5,2,11,10,2,2.0,30,0.0,0,0.45,0,0,5.0,1,0
13,1,24,8,1,0.6875,380,1.0,4,0.307692308,0,0,27.61538462,11,0
2,0,2,1,0,2.0,2,0.0,0,0.75,0,0,0.0,1,0
13,3,16,78,3,2.0,72,0.0,0,0.538461538,1,4,4.538461538,1,0
10,24,47,19,20,0.7333333329999999,875,0.6,0,0.25,0,0,86.0,4,5
3,4,8,0,4,0.75,40,0.5,0,0.5555555560000001,2,7,11.66666667,1,2
1,0,1,0,0,2.0,1,0.0,0,1.0,0,0,0.0,1,0
3,0,3,3,0,2.0,3,0.0,0,0.666666667,0,0,0.0,1,0
2,2,2,1,1,2.0,2,0.0,0,0.75,0,0,0.0,1,0
15,3,20,105,3,2.0,84,0.0,0,0.4,1,4,4.6,1,0
5,3,8,10,3,2.0,28,0.0,0,0.6,1,4,4.6,1,0
33,16,70,0,14,0.565625,3041,1.0,2,0.174479167,1,3,90.84848485,2,0
10,10,13,5,0,0.908496732,7825,0.176470588,0,0.25,0,0,779.8,9,0
3,5,7,1,0,0.5,42,0.0,0,0.5,0,0,11.66666667,2,0
7,3,10,21,3,2.0,39,0.0,0,0.571428571,1,4,4.571428571,1,0
0,0,0,0,0,2.0,0,0.0,0,0.0,0,0,0.0,0,0
7,0,7,21,0,2.0,7,0.0,0,1.0,0,0,0.0,1,0
9,5,16,0,5,0.579545455,1583,1.0,0,0.36666666700000006,1,3,173.66666669999998,1,0
10,5,15,37,2,0.933333333,93,0.8,0,0.4,2,6,7.8,2,1
31,3,46,465,2,2.0,259,0.0,0,0.309677419,0,0,7.35483871,6,0
1,4,1,0,1,2.0,1,0.0,0,1.0,0,0,0.0,1,1
2,2,2,1,1,2.0,2,0.0,0,0.75,0,0,0.0,1,0
30,0,88,177,0,0.882032668,887,0.736842105,9,0.12666666699999998,0,0,27.93333333,4,0
2,0,2,1,0,2.0,2,0.0,0,0.75,0,0,0.0,1,0
10,2,10,45,1,2.0,10,0.0,0,0.5,0,0,0.0,1,0
35,0,35,595,0,2.0,35,0.0,0,0.37142857100000004,0,0,0.0,1,0
38,16,102,417,10,0.817567568,1440,0.75,1,0.174174174,1,16,36.78947368,16,0
19,0,19,171,0,2.0,19,0.0,0,0.43859649100000003,0,0,0.0,1,0
8,0,8,28,0,2.0,8,0.0,0,0.666666667,0,0,0.0,1,0
15,3,18,105,3,2.0,83,0.0,0,0.533333333,1,6,4.533333333,1,0
2,2,2,1,1,2.0,2,0.0,0,0.75,0,0,0.0,1,0
41,13,75,0,12,0.608823529,7463,0.882352941,3,0.170833333,1,4,180.6097561,2,0
3,5,4,1,1,0.5,16,1.0,0,0.666666667,0,0,4.0,1,0
23,2,26,253,2,2.0,127,0.0,0,0.52173913,0,0,4.52173913,1,0
2,0,2,1,0,2.0,2,0.0,0,0.75,0,0,0.0,1,0
9,6,34,30,5,0.669117647,721,1.0,2,0.28571428600000004,0,0,77.22222222,1,1
14,0,14,91,0,2.0,14,0.0,0,0.206349206,0,0,0.0,1,0
3,0,14,3,0,2.0,102,0.0,0,0.333333333,0,0,33.0,1,0
9,9,22,18,2,1.028846154,366,0.153846154,1,0.317460317,0,0,38.22222222,17,0
47,23,111,677,17,0.944317315,2575,0.070175439,15,0.150724638,0,0,52.57446809,2,1
1,16,1,0,0,2.0,1,0.0,0,1.0,0,0,0.0,1,2
5,2,8,10,2,2.0,28,0.0,0,0.6,0,0,4.6,1,0
8,0,8,28,0,2.0,8,0.0,0,0.35416666700000005,0,0,0.0,1,0
3,5,12,0,5,0.75,59,0.5,0,0.5555555560000001,2,3,18.0,1,2
2,0,2,1,0,2.0,2,0.0,0,1.0,0,0,0.0,1,0
2,2,2,1,1,2.0,2,0.0,0,0.75,0,0,0.0,1,0
14,9,52,75,6,0.757692308,1409,1.0,3,0.18452381,0,0,98.21428571,4,0
4,0,4,6,0,2.0,4,0.0,0,0.5,0,0,0.0,1,0
3,3,4,3,2,1.5,13,0.0,0,0.5555555560000001,1,4,3.0,1,0
3,4,9,0,4,0.75,44,0.5,0,0.5555555560000001,3,12,13.0,2,2
23,3,26,253,3,2.0,127,0.0,0,0.52173913,1,6,4.52173913,1,0
13,3,18,78,3,2.0,73,0.0,0,0.403846154,1,6,4.615384615,1,0
6,0,10,0,0,0.0,50,1.0,0,0.5555555560000001,1,1,7.166666667,3,0
8,0,8,28,0,2.0,8,0.0,0,0.75,0,0,0.0,1,0
27,2,33,351,2,2.0,151,0.0,0,0.38888888899999996,0,0,4.592592593,1,0
5,12,15,8,9,0.75,191,1.0,0,0.333333333,0,0,36.6,1,0
7,3,10,21,3,2.0,39,0.0,0,0.571428571,1,6,4.571428571,1,0
2,0,2,1,0,2.0,2,0.0,0,0.75,0,0,0.0,1,0
18,0,18,153,0,2.0,18,0.0,0,0.5,0,0,0.0,1,0
7,7,9,1,1,0.9722222220000001,70,0.0,1,0.314285714,0,0,7.285714286,1,0
7,3,10,21,3,2.0,39,0.0,0,0.571428571,1,6,4.571428571,1,0
12,7,18,0,1,0.054545455,517,0.0,0,0.41666666700000005,1,1,41.66666667,7,0
6,8,12,3,2,1.0,114,0.0,2,0.5,1,1,13.33333333,1,0
1,0,2,0,0,2.0,5,0.0,0,1.0,0,0,4.0,0,0
7,2,11,21,2,2.0,43,0.0,0,0.571428571,0,0,5.1428571430000005,1,0
17,7,79,102,5,0.5625,1190,0.5,0,0.21022727300000002,1,8,68.88235294,37,0
2,0,2,1,0,2.0,2,0.0,0,0.75,0,0,0.0,1,0
1,0,2,0,0,2.0,24,0.0,0,1.0,0,0,7.0,0,0
34,59,83,541,9,0.96969697,1017,0.8,5,0.284848485,2,4,28.61764706,7,0
2,22,2,1,0,2.0,5,0.0,0,0.6,0,0,0.0,1,0
1,0,2,0,0,2.0,132,0.0,0,1.0,0,0,3.0,0,1
6,0,6,15,0,2.0,6,0.0,0,0.75,0,0,0.0,1,0
6,2,6,15,1,2.0,6,0.0,0,0.75,0,0,0.0,1,0
3,0,3,3,0,2.0,3,0.0,0,0.666666667,0,0,0.0,1,0
15,0,15,105,0,2.0,15,0.0,0,0.488888889,0,0,0.0,1,0
5,3,8,10,3,2.0,28,0.0,0,0.6,1,4,4.6,1,0
2,0,17,1,0,2.0,103,0.0,0,0.5,0,0,50.0,10,0
9,2,13,36,2,2.0,52,0.0,0,0.5555555560000001,1,1,4.777777778,1,0
5,0,5,10,0,2.0,5,0.0,0,0.7,0,0,0.0,1,0
14,9,41,17,6,0.7179487179999999,335,0.666666667,1,0.480769231,1,2,22.71428571,6,0
6,5,6,15,2,2.0,6,0.0,0,0.375,0,0,0.0,1,0
38,0,38,703,0,2.0,38,0.0,0,0.35526315799999997,0,0,0.0,1,0
3,5,3,3,0,2.0,3,0.0,0,0.583333333,0,0,0.0,1,0
30,60,50,67,4,0.829022989,2121,0.916666667,2,0.33888888899999997,0,0,68.9,9,0
39,10,72,277,9,1.0,804,1.0,0,0.184210526,1,12,19.46153846,12,1
4,1,9,6,1,2.0,25,0.0,0,0.583333333,0,0,5.25,1,3
3,0,3,3,0,2.0,3,0.0,0,1.0,0,0,0.0,1,0
11,1,18,15,0,0.5,102,1.0,0,0.43181818200000005,0,0,8.090909091,1,0
8,2,14,0,0,0.35714285700000004,144,1.0,0,0.625,0,0,16.75,4,0
3,0,4,1,0,0.5,481,0.0,0,1.0,0,0,159.0,1,4
2,0,4,1,0,2.0,9,0.0,0,0.75,0,0,3.5,0,0
