wmc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,cam,amc,max_cc,avg_cc,bug
4,36,67,4,0,36,2,0.933333333,324,0.2,0.41666666700000005,78.75,12,3.25,0
4,8,15,4,0,8,2,0.833333333,50,0.5,0.41666666700000005,11.0,2,0.75,0
4,2,18,4,0,2,1,1.166666667,81,0.833333333,0.333333333,17.75,1,0.5,0
1,1,2,0,0,1,1,2.0,21,1.0,1.0,19.0,0,0.0,0
2,7,8,1,0,7,2,2.0,29,0.0,0.666666667,13.5,2,1.0,0
8,19,39,26,0,19,2,0.9285714290000001,279,0.5,0.30952381,33.625,18,3.875,0
4,10,22,4,0,10,2,0.833333333,82,0.5,0.38888888899999996,19.0,6,1.75,0
4,5,4,6,2,3,4,2.0,4,0.0,0.5625,0.0,1,1.0,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,17,28,6,0,17,1,0.666666667,102,0.0,0.375,24.25,1,0.75,1
4,23,50,4,0,23,2,0.916666667,282,0.25,0.444444444,68.5,11,3.0,0
2,5,2,1,2,3,2,2.0,2,0.0,0.6,0.0,1,1.0,0
41,8,106,400,1,7,35,0.99609375,530,0.90625,0.21463414600000003,11.14634146,10,1.3659,0
3,3,3,3,2,1,3,2.0,3,0.0,0.666666667,0.0,1,1.0,0
4,15,24,4,0,15,2,0.833333333,98,0.5,0.41666666700000005,23.0,4,1.25,0
2,9,13,1,0,9,2,2.0,71,0.0,0.666666667,34.5,5,2.5,0
1,5,1,0,2,3,1,2.0,1,0.0,1.0,0.0,1,1.0,0
7,3,9,21,0,3,7,2.0,19,0.0,0.514285714,1.714285714,1,0.8571,0
11,4,33,0,3,1,11,0.35,192,1.0,0.409090909,16.27272727,3,1.2727,0
6,9,36,9,1,8,3,0.8,192,0.5,0.333333333,30.66666667,1,0.6667,0
20,66,149,36,6,60,14,0.864265928,2637,0.684210526,0.187969925,129.9,6,1.4,0
7,2,14,7,1,1,5,0.791666667,61,0.75,0.666666667,7.142857143,1,0.7143,0
13,16,50,40,0,16,4,0.825,474,0.8,0.305555556,34.69230769,6,2.0,0
2,6,7,1,0,6,2,2.0,17,0.0,0.666666667,7.5,1,0.5,0
6,19,12,15,16,3,6,1.2,50,1.0,0.444444444,7.166666667,1,0.3333,0
2,11,8,1,0,11,2,2.0,26,0.0,0.666666667,12.0,1,0.5,0
1,7,1,0,1,6,1,2.0,1,0.0,1.0,0.0,1,1.0,1
2,6,5,1,5,1,2,2.0,31,0.0,0.75,14.5,6,3.0,0
3,3,3,3,2,1,3,2.0,3,0.0,1.0,0.0,1,1.0,0
8,35,81,26,1,35,1,1.053571429,457,0.625,0.25,55.125,10,3.125,0
8,21,54,0,0,21,5,0.923076923,759,0.538461538,0.265306122,92.25,11,3.125,0
1,4,1,0,2,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,2,6,3,0,2,1,2.0,18,0.0,1.0,5.0,2,1.0,0
2,5,2,1,2,3,2,2.0,2,0.0,1.0,0.0,1,1.0,0
2,6,6,1,0,6,2,2.0,22,0.0,0.666666667,10.0,2,1.0,0
6,7,8,15,0,7,6,2.0,22,0.0,0.5,2.666666667,1,0.8333,0
4,13,31,4,0,13,2,0.8888888890000001,217,0.333333333,0.46666666700000003,52.5,10,2.75,0
1,3,1,0,2,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,7,2,1,1,6,2,2.0,2,0.0,0.642857143,0.0,1,1.0,1
2,4,2,1,1,3,2,2.0,2,0.0,1.0,0.0,1,1.0,0
5,15,19,10,0,15,2,1.0,75,0.0,0.433333333,13.8,1,0.8,0
5,7,9,10,5,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
4,21,55,4,0,21,3,0.583333333,337,0.25,0.4,82.25,9,3.5,0
2,6,2,1,2,4,2,2.0,2,0.0,0.75,0.0,1,1.0,1
0,0,0,0,0,0,0,2.0,4,0.0,0.0,0.0,0,0.0,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
5,16,35,6,1,15,3,0.875,270,0.75,0.4,52.2,6,1.6,0
10,14,30,43,3,14,9,0.9861111109999999,199,0.5,0.5,18.1,2,1.0,0
2,10,17,1,1,9,2,2.0,61,0.0,0.666666667,29.5,1,0.5,0
25,34,127,252,2,32,7,0.9826388890000001,1566,0.916666667,0.196969697,60.68,12,3.12,0
5,11,5,10,5,6,5,2.0,5,0.0,0.45,0.0,1,1.0,0
7,22,7,21,18,4,7,2.0,7,0.0,0.39285714299999996,0.0,1,1.0,0
5,8,34,8,2,6,2,0.9642857140000001,197,0.857142857,0.4375,37.0,7,2.2,0
15,7,15,105,4,3,15,2.0,15,0.0,1.0,0.0,1,1.0,0
11,30,74,35,3,27,4,0.8,376,0.75,0.166666667,32.45454545,2,1.0909,0
7,2,14,7,1,1,5,0.791666667,61,0.75,0.666666667,7.142857143,1,0.7143,0
18,17,72,39,1,16,9,0.828877005,610,0.9090909090000001,0.194117647,32.27777778,6,2.2222,1
4,14,18,6,0,14,1,0.666666667,69,0.0,0.4,16.0,1,0.75,0
1,4,1,0,3,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
5,3,9,10,1,2,5,1.25,28,0.0,0.65,4.4,1,0.2,0
4,12,23,4,0,12,2,0.8888888890000001,106,0.333333333,0.41666666700000005,24.75,5,1.5,0
9,4,16,16,2,2,2,0.375,157,1.0,0.666666667,16.33333333,6,2.2222,0
2,15,27,1,0,15,2,2.0,206,0.0,0.625,102.0,4,2.0,0
4,18,36,4,1,17,2,0.7777777779999999,281,0.833333333,0.38888888899999996,67.75,14,3.75,1
8,84,171,16,0,84,3,0.974025974,1550,0.090909091,0.247619048,190.0,33,8.5,1
9,16,41,12,0,16,4,0.8625,635,0.8,0.270833333,68.44444444,16,3.6667,0
3,2,5,0,2,0,3,0.5,24,1.0,1.0,6.333333333,1,0.6667,0
3,88,4,3,81,7,3,1.5,17,1.0,0.583333333,3.666666667,1,0.6667,0
3,9,22,3,0,9,2,1.0,169,0.333333333,0.4,54.33333333,10,3.6667,0
6,4,20,9,0,4,3,0.7333333329999999,89,0.333333333,0.46666666700000003,13.33333333,2,1.1667,0
1,11,1,0,11,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
6,2,16,5,0,2,3,0.75,63,0.75,0.333333333,8.833333332999999,1,0.6667,0
1,5,1,0,3,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
6,16,6,15,14,2,6,1.2,7,0.0,0.566666667,0.0,1,1.0,0
1,1,2,0,0,1,1,2.0,4,0.0,1.0,3.0,0,0.0,0
3,15,29,3,0,15,2,1.0,114,0.0,0.41666666700000005,36.33333333,6,2.3333,0
0,1,0,0,1,0,0,2.0,30,0.0,0.0,0.0,0,0.0,0
4,16,25,6,0,16,3,1.0,97,0.0,0.375,22.75,2,1.25,0
14,8,44,0,0,8,12,0.692307692,292,0.5,0.307692308,19.57142857,3,1.0714,0
3,7,3,3,4,3,3,2.0,3,0.0,0.541666667,0.0,1,1.0,0
12,10,20,40,5,5,12,0.8787878790000001,231,1.0,0.214285714,17.75,10,1.6667,0
7,33,71,15,0,33,3,0.907407407,423,0.111111111,0.3125,58.14285714,13,2.4286,0
4,10,28,4,0,10,2,0.833333333,119,0.5,0.41666666700000005,28.25,7,2.0,0
5,20,54,6,1,19,3,0.9285714290000001,343,0.571428571,0.4,66.2,11,2.6,0
3,3,10,3,3,0,0,2.0,49,0.0,0.5555555560000001,15.33333333,2,1.3333,0
6,8,11,9,0,8,2,0.6,34,1.0,0.36666666700000006,4.5,1,0.8333,0
14,18,50,47,7,11,7,0.778846154,795,0.875,0.192307692,55.21428571,10,3.2143,0
5,9,11,0,4,5,5,0.5,47,0.0,0.333333333,8.0,1,0.6,0
4,4,14,4,0,4,2,0.833333333,55,0.5,0.41666666700000005,12.25,1,0.5,0
9,8,23,20,5,5,7,0.8125,111,1.0,0.333333333,10.88888889,5,1.3333,0
7,8,36,11,0,8,4,0.7666666670000001,142,0.6,0.41666666700000005,18.57142857,3,1.1429,0
4,18,32,6,0,18,1,0.666666667,116,0.0,0.41666666700000005,27.75,1,0.75,3
1,6,1,0,4,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
20,20,60,100,5,15,14,0.7105263159999999,437,0.5,0.30921052600000004,20.75,7,1.95,0
2,7,7,1,0,7,2,2.0,26,0.0,0.666666667,12.0,1,0.5,0
4,8,15,4,0,8,2,0.833333333,50,0.5,0.41666666700000005,11.0,2,0.75,0
3,10,6,3,1,9,2,2.0,49,0.0,0.5555555560000001,15.33333333,1,0.6667,0
4,8,15,4,0,8,2,0.833333333,50,0.5,0.41666666700000005,11.0,2,0.75,0
28,23,59,376,4,19,25,0.981481481,389,0.5,0.217283951,12.82142857,2,0.9643,0
7,13,33,1,0,13,3,0.770833333,510,0.75,0.333333333,70.71428571,9,3.0,0
5,26,9,10,24,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
7,10,30,5,0,10,3,0.729166667,271,0.75,0.375,36.57142857,6,2.0,0
4,33,54,6,0,33,1,1.0,505,0.0,0.41666666700000005,124.75,1,0.75,0
4,25,69,4,0,25,2,0.933333333,355,0.2,0.41666666700000005,86.5,21,5.5,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,6,25,4,0,6,2,0.833333333,121,0.5,0.444444444,28.75,6,1.75,0
2,5,2,1,3,2,2,2.0,2,0.0,0.75,0.0,1,1.0,0
3,28,36,3,0,28,2,1.0,289,0.0,0.41666666700000005,94.66666667,15,5.3333,0
5,25,69,4,1,24,2,0.9,446,0.2,0.34375,87.2,14,3.2,0
7,27,79,11,5,22,2,0.8611111109999999,511,0.5,0.333333333,71.14285714,1,0.7143,0
16,26,66,30,11,15,10,0.971929825,758,0.15789473699999998,0.276190476,45.1875,7,2.5,0
10,21,49,23,3,18,7,0.703703704,281,0.333333333,0.26666666699999997,26.8,3,1.3,0
1,5,1,0,4,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
0,1,0,0,1,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
13,20,92,50,5,17,6,0.967592593,808,0.8888888890000001,0.208333333,59.76923077,34,3.6923,0
5,2,9,10,1,1,5,1.25,28,0.0,0.65,4.4,1,0.2,0
13,28,68,58,6,24,10,0.857142857,383,0.571428571,0.11666666699999999,27.92307692,10,2.2308,0
3,10,22,3,0,10,2,1.4444444440000002,170,0.8888888890000001,0.4,52.66666667,1,0.6667,0
9,32,71,24,1,31,5,0.892857143,489,0.14285714300000002,0.428571429,52.55555556,10,3.4444,0
9,8,9,36,5,3,9,2.0,9,0.0,0.333333333,0.0,1,1.0,0
2,4,3,1,0,4,2,2.0,5,0.0,0.625,1.5,1,0.5,0
8,8,32,14,6,2,3,0.8857142859999999,171,0.8,0.428571429,19.75,3,1.5,0
1,5,1,0,3,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,4,3,3,3,1,3,2.0,3,0.0,0.5,0.0,1,1.0,0
12,62,118,34,0,62,6,0.8811188809999999,1047,0.423076923,0.261363636,84.08333333,15,3.4167,0
1,6,1,0,3,3,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,2,2,1,1,1,2,2.0,2,0.0,0.75,0.0,1,1.0,0
16,11,51,112,0,11,13,0.36,349,0.6,0.45,20.5,5,1.125,0
1,5,1,0,4,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
5,3,11,10,0,3,1,2.0,42,0.0,0.56,7.4,1,0.8,0
10,9,24,11,8,1,6,0.622222222,274,0.6,0.305555556,25.4,1,0.7,0
6,9,21,0,3,6,0,0.8,136,1.0,0.375,21.16666667,4,1.5,0
17,6,35,0,1,5,14,0.791666667,294,0.833333333,0.2625,15.94117647,4,1.1765,0
6,18,39,3,0,18,3,0.9714285709999999,689,0.571428571,0.3,111.5,11,2.5,0
2,5,2,1,3,2,2,2.0,2,0.0,0.75,0.0,1,1.0,0
4,14,34,4,0,14,2,0.916666667,174,0.25,0.5,41.5,9,2.5,0
12,32,80,60,0,32,5,0.945454545,640,0.4,0.5,51.91666667,6,2.4167,0
3,3,8,3,1,3,0,1.0,29,0.5,0.5,8.0,1,0.3333,0
5,56,9,10,54,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
10,29,76,9,2,27,6,0.80952381,752,0.28571428600000004,0.4,73.5,7,2.2,0
3,6,9,3,0,6,3,2.0,22,0.0,0.666666667,6.333333333,1,0.6667,0
3,2,6,3,0,2,1,2.0,18,0.0,1.0,5.0,2,1.0,0
1,26,1,0,26,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
3,3,5,3,1,2,3,1.5,15,1.0,0.666666667,3.666666667,1,0.3333,0
5,2,6,6,2,0,5,0.75,24,1.0,0.46666666700000003,3.4,1,0.8,0
15,67,59,89,53,16,12,0.916666667,629,0.5,0.185714286,40.53333333,9,2.7333,0
10,2,32,13,0,2,4,0.703703704,212,0.833333333,0.5,19.6,3,1.4,0
10,5,10,45,3,2,10,2.0,10,0.0,0.6,0.0,1,1.0,0
12,15,64,28,2,13,6,0.727272727,478,0.333333333,0.484848485,38.58333333,6,2.75,0
4,7,4,6,3,4,4,2.0,4,0.0,0.5,0.0,1,1.0,0
18,15,45,133,1,14,0,0.961764706,382,0.75,0.24444444399999998,19.11111111,3,1.1667,0
3,4,6,3,2,2,0,2.0,17,0.0,0.666666667,4.666666667,0,0.0,0
5,13,28,4,0,13,4,0.875,348,0.75,0.4,67.8,8,4.6,0
3,8,11,0,2,6,3,0.25,55,0.0,0.5555555560000001,16.66666667,2,1.0,1
6,14,32,7,0,14,3,0.8,456,0.75,0.375,73.66666667,5,2.0,0
1,1,1,0,0,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,8,25,4,0,8,1,1.222222222,107,0.8888888890000001,0.38888888899999996,23.5,1,0.5,0
12,42,93,10,4,38,4,0.85,1058,0.35,0.223776224,85.5,17,4.8333,0
13,9,22,64,4,5,12,0.933333333,96,0.8,0.217948718,6.0,1,0.9231,0
6,25,58,3,0,25,1,0.7,317,0.25,0.44,51.16666667,5,1.8333,0
4,20,60,4,0,20,2,0.916666667,266,0.25,0.444444444,64.5,9,2.5,0
8,48,118,16,0,48,4,0.857142857,1103,0.25,0.28571428600000004,136.375,36,7.0,0
0,2,0,0,1,1,0,2.0,0,0.0,0.0,0.0,0,0.0,0
4,5,8,6,4,1,4,2.0,24,0.0,0.75,5.0,0,0.0,0
11,29,11,55,22,7,11,2.0,11,0.0,0.272727273,0.0,1,1.0,0
2,5,4,1,0,5,2,2.0,8,0.0,0.666666667,3.0,1,0.5,0
5,39,77,8,0,39,2,0.875,570,0.0,0.433333333,112.6,1,0.8,0
15,16,50,71,0,16,8,0.5436507939999999,643,0.8888888890000001,0.25,40.66666667,8,2.6,0
4,5,4,6,3,2,4,2.0,4,0.0,0.4375,0.0,1,1.0,0
3,14,31,3,0,14,2,1.5,182,1.0,0.46666666700000003,58.33333333,4,1.6667,0
6,9,39,13,2,7,1,1.0888888890000001,289,0.666666667,0.46666666700000003,45.66666667,3,1.0,0
8,22,73,8,1,21,0,0.7142857140000001,530,0.666666667,0.301587302,64.875,13,3.875,0
4,9,5,0,9,0,4,0.666666667,28,1.0,0.625,5.25,1,0.75,0
5,12,34,8,0,12,3,0.75,171,0.333333333,0.4,32.6,8,2.0,0
5,15,42,6,1,14,1,1.130952381,579,0.80952381,0.375,110.6,23,5.6,0
9,6,21,4,4,3,8,0.65625,153,1.0,0.7777777779999999,15.55555556,3,1.3333,0
5,9,23,4,0,9,2,0.75,133,0.666666667,0.35,24.4,2,0.8,0
7,13,56,1,0,13,4,0.7857142859999999,583,0.7142857140000001,0.305555556,81.28571429,12,3.4286,0
3,23,40,3,0,23,2,1.0,137,0.0,0.444444444,44.33333333,4,1.6667,0
4,18,30,6,0,18,1,0.666666667,131,0.0,0.428571429,31.25,1,0.75,3
4,11,31,4,0,11,2,0.833333333,117,0.5,0.4,27.75,1,0.5,0
15,57,83,103,18,39,12,0.9714285709999999,568,0.2,0.15584415599999998,36.53333333,6,2.4,0
2,11,10,1,0,11,2,2.0,36,0.0,0.75,17.0,2,1.0,0
13,11,22,72,6,5,12,0.966666667,87,0.8,0.276923077,5.307692308,1,0.9231,0
3,2,6,3,0,2,1,2.0,18,0.0,1.0,5.0,2,1.0,0
24,26,56,272,8,18,21,0.9637681159999999,400,0.333333333,0.277173913,15.41666667,6,1.5833,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,1,3,1,0,1,1,2.0,7,0.0,1.0,2.5,1,0.5,0
4,31,58,4,0,31,2,0.916666667,266,0.25,0.41666666700000005,64.5,13,3.5,1
3,2,4,0,1,1,3,0.5,20,0.0,0.5555555560000001,5.0,1,0.6667,0
7,19,56,1,0,19,5,0.708333333,606,0.25,0.261904762,85.0,10,4.5714,0
4,20,45,4,0,20,2,0.8888888890000001,174,0.333333333,0.444444444,41.75,7,2.0,0
4,24,49,4,0,24,2,0.916666667,194,0.25,0.41666666700000005,46.5,8,2.25,1
4,0,6,6,0,0,1,2.0,89,0.0,0.5,21.25,6,2.0,0
4,7,20,4,0,7,2,0.8888888890000001,91,0.333333333,0.444444444,21.0,3,1.0,0
10,14,26,43,4,14,9,0.987654321,223,0.444444444,0.5,20.4,2,1.0,0
11,33,65,27,3,30,4,0.783333333,352,0.666666667,0.2,30.45454545,7,2.0,0
22,32,87,0,15,18,15,0.580952381,1247,0.6,0.174603175,55.45454545,14,2.7273,0
3,12,3,3,8,4,3,2.0,3,0.0,0.666666667,0.0,1,1.0,0
7,16,31,21,3,13,6,2.0,180,0.0,0.265306122,24.71428571,3,1.8571,0
2,3,5,1,1,2,2,2.0,23,0.0,0.75,10.5,3,1.5,0
7,12,45,17,0,12,2,1.041666667,371,0.75,0.5,50.28571429,6,1.4286,0
5,17,41,10,2,15,2,1.125,175,0.0,0.32,33.6,4,1.8,0
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
9,12,90,28,1,12,5,0.875,684,0.333333333,0.46875,74.33333333,14,4.5556,0
2,1,3,1,0,1,1,2.0,7,0.0,0.75,2.5,1,0.5,0
5,12,29,4,0,12,2,0.875,232,0.625,0.333333333,43.8,8,2.0,1
16,7,94,86,1,6,6,0.895238095,711,0.571428571,0.21111111100000002,43.0,2,1.0,0
5,17,40,8,0,17,2,0.833333333,217,0.333333333,0.375,41.8,2,0.8,0
5,3,10,10,2,1,5,2.0,29,0.0,0.7,4.8,0,0.0,0
5,27,34,10,7,20,3,0.875,217,0.0,0.2,42.0,7,3.0,0
1,5,1,0,4,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,6,20,4,1,5,2,0.833333333,64,0.5,0.41666666700000005,14.5,2,0.75,0
6,5,20,7,1,4,3,0.533333333,73,0.666666667,0.6,10.66666667,1,0.6667,0
1,2,1,0,1,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
4,4,14,4,0,4,2,0.833333333,55,0.5,0.41666666700000005,12.25,1,0.5,0
22,27,77,229,10,17,19,1.031746032,500,0.75,0.185714286,21.18181818,4,1.8636,0
5,12,26,4,0,12,2,0.7,194,0.6,0.35,36.8,9,2.2,0
2,1,3,1,0,1,1,2.0,7,0.0,1.0,2.5,1,0.5,0
5,2,9,10,0,2,5,1.25,28,1.0,0.65,4.4,1,0.2,0
1,2,1,0,2,0,0,2.0,25,0.0,0.0,9.0,0,0.0,0
19,35,90,165,0,35,16,0.962962963,567,0.166666667,0.181818182,28.52631579,13,2.8947,0
4,15,36,4,0,15,2,0.8888888890000001,135,0.333333333,0.444444444,32.0,4,1.25,0
4,20,4,6,16,4,4,2.0,4,0.0,0.583333333,0.0,1,1.0,0
7,15,41,15,0,15,5,0.833333333,306,0.333333333,0.27777777800000003,42.28571429,12,3.1429,0
28,18,53,256,12,7,26,0.851851852,401,1.0,0.171428571,12.96428571,5,1.2857,0
1,2,1,0,2,0,1,2.0,1,0.0,1.0,0.0,1,1.0,0
12,66,37,24,61,5,6,0.651515152,299,0.666666667,0.424242424,23.41666667,6,1.9167,0
1,4,2,0,4,0,0,2.0,31,0.0,0.0,4.0,0,0.0,0
4,26,57,4,0,26,2,0.916666667,242,0.25,0.444444444,58.5,6,1.75,0
6,12,34,11,1,11,2,1.05,331,0.25,0.428571429,52.83333333,11,3.8333,0
0,5,0,0,5,0,0,2.0,14,0.0,0.0,0.0,0,0.0,0
2,19,2,1,17,2,2,2.0,2,0.0,0.75,0.0,1,1.0,0
18,19,37,0,17,2,15,0.6985294120000001,386,0.625,0.22875817,20.0,3,0.8889,0
9,12,31,12,0,12,4,0.8863636359999999,439,0.818181818,0.325,46.55555556,1,0.7778,0
6,6,11,9,5,2,4,0.88,53,0.8,0.4,7.0,1,0.6667,0
5,7,7,10,0,7,1,2.0,18,0.0,0.4,2.6,1,0.8,0
4,13,28,4,0,13,2,0.8888888890000001,167,0.333333333,0.5,40.0,11,3.0,0
4,9,29,4,0,9,2,0.916666667,170,0.5,0.4,40.5,9,2.5,0
10,39,91,25,0,39,5,0.916666667,575,0.625,0.236111111,54.9,7,2.1,0
0,1,0,0,1,0,0,2.0,12,0.0,0.0,0.0,0,0.0,0
19,63,180,97,0,63,10,0.932098765,1217,0.444444444,0.189814815,62.57894737,28,4.0526,3
1,4,1,0,3,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
5,13,28,4,0,13,2,0.833333333,204,0.666666667,0.333333333,38.6,8,2.0,0
0,0,0,0,0,0,0,2.0,1,0.0,0.0,0.0,0,0.0,0
3,1,5,3,0,1,2,2.0,12,0.0,0.833333333,3.0,1,0.6667,0
4,14,38,4,0,14,2,0.8888888890000001,122,0.333333333,0.41666666700000005,28.75,5,1.5,0
43,29,65,835,4,25,39,0.970238095,544,0.96875,0.151162791,10.90697674,6,1.5581,1
8,8,37,12,1,7,3,0.771428571,167,0.6,0.428571429,19.25,5,1.875,0
3,10,16,3,3,7,2,2.0,88,0.0,0.46666666700000003,28.33333333,10,5.6667,0
4,19,8,6,17,2,4,1.333333333,25,1.0,0.75,5.0,0,0.0,0
2,4,2,1,2,2,2,2.0,2,0.0,0.75,0.0,1,1.0,0
4,12,37,4,0,12,2,0.916666667,199,0.25,0.38888888899999996,47.75,11,3.0,0
2,7,13,1,0,7,2,2.0,43,0.0,0.666666667,20.5,3,1.5,0
7,18,51,21,0,18,2,1.166666667,422,1.0,0.23809523800000001,55.0,4,1.5714,0
3,27,40,3,0,27,2,1.0,172,0.0,0.41666666700000005,55.33333333,7,2.6667,0
10,19,55,45,0,19,6,1.0,223,0.2,0.333333333,20.8,4,1.4,0
30,58,171,429,9,49,17,0.8620689659999999,2300,0.0,0.125490196,75.56666667,64,6.0667,0
4,10,50,4,0,10,1,0.75,244,0.75,0.333333333,58.0,13,3.5,0
25,8,59,150,0,8,20,0.881944444,472,0.41666666700000005,0.168888889,17.4,14,1.96,0
7,2,14,9,0,2,7,0.833333333,44,1.0,0.28571428600000004,5.0,1,0.5714,0
2,4,2,1,0,4,2,2.0,2,0.0,0.666666667,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,32,0.0,0.0,12.0,0,0.0,1
3,1,4,1,1,0,3,0.5,14,1.0,0.666666667,3.333333333,1,0.6667,0
1,1,2,0,0,1,1,2.0,6,0.5,1.0,3.0,0,0.0,0
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,22,0.0,0.0,12.0,0,0.0,1
1,1,5,0,1,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
10,3,11,15,3,0,10,0.8222222220000001,60,1.0,0.5,4.5,1,0.9,0
5,2,6,2,2,0,5,0.85,37,1.0,0.46666666700000003,5.4,1,0.8,0
1,0,5,0,0,0,0,2.0,27,0.0,0.0,12.0,0,0.0,1
1,5,1,0,4,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
2,2,2,1,0,2,2,2.0,2,0.0,1.0,0.0,1,1.0,0
1,2,1,0,0,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,36,0.0,0.0,12.0,0,0.0,1
2,2,2,1,0,2,2,2.0,2,0.0,1.0,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
26,12,62,131,0,12,22,0.84,608,0.41666666700000005,0.143356643,21.92307692,14,2.4231,0
45,5,85,768,0,5,38,0.948259188,759,0.595744681,0.193181818,14.82222222,7,1.4,0
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,1
1,3,1,0,1,2,1,2.0,1,0.0,1.0,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,17,0.0,0.0,12.0,0,0.0,1
3,2,12,3,0,2,2,2.0,95,0.0,0.5,30.66666667,5,3.0,0
9,3,34,34,1,3,6,1.0875,204,0.1,0.3,20.55555556,4,1.1111,0
1,0,5,0,0,0,0,2.0,17,0.0,0.0,12.0,0,0.0,1
13,4,31,36,0,4,12,0.8125,150,0.5,0.201923077,10.23076923,5,1.2308,0
5,2,5,10,0,2,5,2.0,5,0.0,0.6,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,17,0.0,0.0,12.0,0,0.0,1
2,3,2,1,1,2,2,2.0,2,0.0,1.0,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
72,6,103,1934,1,5,66,0.948675101,2502,0.491525424,0.138284251,32.93055556,83,2.8333,0
1,0,5,0,0,0,0,2.0,21,0.0,0.0,12.0,0,0.0,1
2,1,2,1,0,1,2,2.0,2,0.0,1.0,0.0,1,1.0,0
1,1,1,0,0,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
5,1,6,2,1,0,5,0.75,36,0.0,0.46666666700000003,5.4,1,0.8,0
19,2,55,0,1,2,13,0.680555556,385,0.875,0.288888889,18.84210526,10,1.5789,0
0,0,0,0,0,0,0,2.0,3,0.0,0.0,0.0,0,0.0,0
3,4,3,3,0,4,3,2.0,3,0.0,0.6,0.0,1,1.0,0
3,3,17,1,1,3,2,0.75,58,0.5,0.666666667,17.66666667,3,1.0,0
11,0,19,49,0,0,9,0.9,143,0.0,0.225,11.81818182,6,2.7273,0
0,0,0,0,0,0,0,2.0,7,0.0,0.0,0.0,0,0.0,0
1,0,5,0,0,0,0,2.0,22,0.0,0.0,12.0,0,0.0,1
3,5,17,0,1,4,2,0.625,83,0.75,0.6,25.33333333,1,0.3333,0
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,0
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,0
1,4,1,0,0,4,1,2.0,1,0.0,1.0,0.0,1,1.0,0
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,19,0.0,0.0,12.0,0,0.0,1
5,1,6,0,1,0,5,0.5,30,1.0,0.7,4.6,1,0.8,0
1,0,5,0,0,0,0,2.0,18,0.0,0.0,12.0,0,0.0,1
1,5,1,0,4,1,1,2.0,1,0.0,1.0,0.0,1,1.0,0
9,2,20,0,0,2,9,0.625,88,1.0,0.23809523800000001,8.444444444,2,0.7778,0
1,0,5,0,0,0,0,2.0,22,0.0,0.0,12.0,0,0.0,1
1,0,5,0,0,0,0,2.0,15,0.0,0.0,12.0,0,0.0,1
